grouping,arm,residency_condition,observed_rows,request_wall_seconds_known_count,request_wall_seconds_mean,request_wall_seconds_sum,request_wall_seconds_min,request_wall_seconds_max,generation_output_tokens_all_calls_known_count,generation_output_tokens_all_calls_mean,generation_output_tokens_all_calls_sum,generation_output_tokens_all_calls_min,generation_output_tokens_all_calls_max,all_backend_load_duration_seconds_known_count,all_backend_load_duration_seconds_mean,all_backend_load_duration_seconds_sum,all_backend_load_duration_seconds_min,all_backend_load_duration_seconds_max,following_turn_of_condition,return_to_small,after_small_return
residency_condition,adaptive,cold_start,12,12,25.91562073625,310.987448835,10.882655338,45.134750134,12,52.416666666666664,629,35,108,12,16.984551168333333,203.81461402,9.221607932,25.914129477,,,
residency_condition,adaptive,model_switch,6,6,24.580313490166667,147.481880941,12.14398132,43.626951118,6,40,240,19,63,6,17.19689899133333,103.181393948,8.889271005,26.667209071,,,
residency_condition,adaptive,resident_same_model,30,30,11.675663781533334,350.26991344600015,1.343090849,40.074960117,30,43.5,1305,18,100,30,0.0043964856,0.13189456800000002,0.001497375,0.007105825,,,
residency_condition,large,cold_start,12,12,43.60571867591667,523.268624111,28.409444035,61.996477041,12,51.5,618,28,98,12,24.315649738166666,291.787796858,22.880952917,27.711938806,,,
residency_condition,large,resident_same_model,36,36,15.808413426333333,569.102883348,3.975490692,36.073090316,36,42.611111111111114,1534,18,100,36,0.004265704638888889,0.15356536699999998,0.001712942,0.00639549,,,
residency_condition,replay,cold_start,12,12,25.37121396175,304.4545675410001,10.297521694,63.305060091,12,52.666666666666664,632,35,108,12,16.570924523833334,198.85109428600003,8.739335296,25.840000305,,,
residency_condition,replay,model_switch,6,6,21.6046608575,129.62796514500002,10.193057381,38.386957573,6,39,234,19,63,6,16.189324674333335,97.135948046,8.775845108,24.097869446,,,
residency_condition,replay,resident_same_model,30,30,8.6555428377,259.666285131,0.663455199,30.399399318,30,45.03333333333333,1351,18,107,30,0.0024060823333333335,0.07218247,0.001566716,0.003661506,,,
residency_condition,small,cold_start,12,12,11.430191945,137.16230334,10.176741946,12.559213401,12,50.833333333333336,610,35,79,12,9.13780304,109.65363647999999,8.459617423,9.802749579999999,,,
residency_condition,small,resident_same_model,36,36,1.9333637973333333,69.60109670399999,1.169365254,3.329436228,36,41.861111111111114,1507,18,105,36,0.004224238916666667,0.152072601,0.001504106,0.006464019,,,
following_turn_of_condition,adaptive,,12,12,18.887051743583335,226.644620923,1.713651731,43.626951118,12,51.25,615,24,88,12,6.249773202833333,74.997278434,0.001497375,26.667209071,cold_start,,
following_turn_of_condition,adaptive,,3,3,6.045058737333333,18.135176212,4.664474588,7.048580157,3,50.666666666666664,152,26,67,3,0.004194847,0.012584541,0.002737118,0.007105825,model_switch,,
following_turn_of_condition,adaptive,,21,21,12.046285583428572,252.97199725199997,1.343090849,25.781437469,21,37.04761904761905,778,18,100,21,1.3477821686190476,28.303425541,0.002397112,9.731403932,resident_same_model,,
following_turn_of_condition,adaptive,,12,12,25.91562073625,310.987448835,10.882655338,45.134750134,12,52.416666666666664,629,35,108,12,16.984551168333333,203.81461402,9.221607932,25.914129477,,,
following_turn_of_condition,large,,12,12,16.253904936833333,195.046859242,4.553144573,36.073090316,12,50.583333333333336,607,23,88,12,0.0038321442500000003,0.045985731,0.001898334,0.0050473770000000005,cold_start,,
following_turn_of_condition,large,,24,24,15.585667671083334,374.05602410599994,3.975490692,31.670474041,24,38.625,927,18,100,24,0.004482484833333334,0.10757963599999999,0.001712942,0.00639549,resident_same_model,,
following_turn_of_condition,large,,12,12,43.60571867591667,523.268624111,28.409444035,61.996477041,12,51.5,618,28,98,12,24.315649738166666,291.787796858,22.880952917,27.711938806,,,
following_turn_of_condition,replay,,12,12,15.371077463916667,184.452929567,1.059311378,38.386957573,12,52.916666666666664,635,24,88,12,5.837976826083334,70.055721913,0.001566716,24.097869446,cold_start,,
following_turn_of_condition,replay,,3,3,9.213858932333334,27.641576797,4.556895044,16.311104988,3,46.333333333333336,139,26,59,3,0.0024348863333333334,0.007304659,0.001754728,0.002858222,model_switch,,
following_turn_of_condition,replay,,21,21,8.438083043428572,177.199743912,0.663455199,25.451774252,21,38.61904761904762,811,18,107,21,1.2926239973333333,27.145103944,0.001660449,9.396767627,resident_same_model,,
following_turn_of_condition,replay,,12,12,25.37121396175,304.4545675410001,10.297521694,63.305060091,12,52.666666666666664,632,35,108,12,16.570924523833334,198.85109428600003,8.739335296,25.840000305,,,
following_turn_of_condition,small,,12,12,2.145616115,25.747393379999995,1.169365254,2.76702718,12,49.333333333333336,592,28,79,12,0.004164295916666666,0.049971550999999996,0.001929541,0.0062680570000000005,cold_start,,
following_turn_of_condition,small,,24,24,1.8272376385,43.853703324,1.201328101,3.329436228,24,38.125,915,18,105,24,0.004254210416666667,0.10210105000000001,0.001504106,0.006464019,resident_same_model,,
following_turn_of_condition,small,,12,12,11.430191945,137.16230334,10.176741946,12.559213401,12,50.833333333333336,610,35,79,12,9.13780304,109.65363647999999,8.459617423,9.802749579999999,,,
return_to_small,adaptive,,45,45,17.1078647526,769.8539138669997,1.343090849,45.134750134,45,46.77777777777778,2105,18,108,45,6.197915415777778,278.9061937100001,0.001497375,26.667209071,,False,
return_to_small,adaptive,,3,3,12.961776451666667,38.885329355,12.14398132,13.569767068,3,23,69,19,25,3,9.407236275333332,28.221708825999997,8.889271005,9.731403932,,True,
return_to_small,large,,48,48,22.757739738729168,1092.371507459,3.975490692,61.996477041,48,44.833333333333336,2152,18,100,48,6.082111713020833,291.941362225,0.001712942,27.711938806,,False,
return_to_small,replay,,45,45,14.7204837,662.4217664999999,0.663455199,63.305060091,45,47.733333333333334,2148,18,108,45,5.9768291198888885,268.957310395,0.001566716,25.840000305,,False,
return_to_small,replay,,3,3,10.442350439,31.327051317,10.193057381,10.863960954,3,23,69,19,25,3,9.033971468999999,27.101914406999995,8.775845108,9.396767627,,True,
return_to_small,small,,48,48,4.30757083425,206.76340004400004,1.169365254,12.559213401,48,44.104166666666664,2117,18,105,48,2.2876189391875,109.80570908099995,0.001504106,9.802749579999999,,False,
