grouping,arm,residency_condition,observed_rows,request_wall_seconds_known_count,request_wall_seconds_mean,request_wall_seconds_sum,request_wall_seconds_min,request_wall_seconds_max,generation_output_tokens_all_calls_known_count,generation_output_tokens_all_calls_mean,generation_output_tokens_all_calls_sum,generation_output_tokens_all_calls_min,generation_output_tokens_all_calls_max,all_backend_load_duration_seconds_known_count,all_backend_load_duration_seconds_mean,all_backend_load_duration_seconds_sum,all_backend_load_duration_seconds_min,all_backend_load_duration_seconds_max,following_turn_of_condition,return_to_small,after_small_return
residency_condition,adaptive,cold_start,36,36,25.09888358,903.5598088800001,10.432349583,51.885885157,36,49.52777777777778,1783,35,108,36,16.678352537027777,600.4206913330001,8.733681228,25.914129477,,,
residency_condition,adaptive,model_switch,18,18,26.20570805638889,471.702745015,12.14398132,51.148697606,18,39.22222222222222,706,19,66,18,17.104360759888888,307.8784936779999,8.889271005,26.667209071,,,
residency_condition,adaptive,resident_same_model,90,90,9.76849589078889,879.1646301709999,1.185222035,40.074960117,90,42.855555555555554,3857,18,100,90,0.0047303272,0.4257294480000003,0.001497375,0.013288958,,,
residency_condition,large,cold_start,36,36,39.18727388205556,1410.7418597540002,26.845147735,64.068714559,36,57.47222222222222,2069,26,150,36,23.81063366477778,857.1828119319998,21.676583483,27.711938806,,,
residency_condition,large,resident_same_model,108,108,12.15843088950926,1313.1105360669987,3.330280924,36.073090316,108,41.388888888888886,4470,17,107,108,0.004496815055555555,0.48565602599999996,0.001712942,0.006705501,,,
residency_condition,replay,cold_start,36,36,24.89661611986111,896.2781803149999,10.297521694,66.8765944,36,53.94444444444444,1942,35,108,36,16.494266522444445,593.793594808,8.739335296,25.840000305,,,
residency_condition,replay,model_switch,18,18,22.881089042833334,411.859602771,10.047544959,42.111060492,18,39.44444444444444,710,19,63,18,16.25710507638889,292.627891375,8.775845108,24.423809228,,,
residency_condition,replay,resident_same_model,90,90,7.283033899922223,655.473050993,0.612445311,30.399399318,90,44.22222222222222,3980,18,114,90,0.0024930234444444444,0.22437210999999999,0.001449499,0.003674656,,,
residency_condition,small,cold_start,36,36,11.419541858916666,411.10350692099996,10.176741946,13.282261808,36,50.833333333333336,1830,35,79,36,9.15849157661111,329.705696758,8.459617423,11.645466283,,,
residency_condition,small,resident_same_model,108,108,1.8989707922777779,205.08884556600006,1.017592852,3.329436228,108,41.861111111111114,4521,18,105,108,0.0041976620000000004,0.453347496,0.001504106,0.006464019,,,
following_turn_of_condition,adaptive,,36,36,17.58491276352778,633.0568594869999,1.632175282,51.148697606,36,50.80555555555556,1829,24,88,36,6.047998024083333,217.72792886700003,0.001497375,26.667209071,cold_start,,
following_turn_of_condition,adaptive,,9,9,9.425714905333333,84.831434148,2.923835217,26.139366548,9,45.77777777777778,412,26,69,9,0.004882811666666667,0.043945305000000004,0.002737118,0.013288958,model_switch,,
following_turn_of_condition,adaptive,,63,63,10.047287008746032,632.9790815509998,1.185222035,33.134152291,63,36.857142857142854,2322,18,100,63,1.4370214119682538,90.53234895399999,0.002003616,11.61482535,resident_same_model,,
following_turn_of_condition,adaptive,,36,36,25.09888358,903.5598088800001,10.432349583,51.885885157,36,49.52777777777778,1783,35,108,36,16.678352537027777,600.4206913330001,8.733681228,25.914129477,,,
following_turn_of_condition,large,,36,36,12.965934539638889,466.773643427,4.202341858,36.073090316,36,50.55555555555556,1820,22,88,36,0.004158385,0.14970186000000002,0.001898334,0.006168333,cold_start,,
following_turn_of_condition,large,,72,72,11.754679064444444,846.3368926400003,3.330280924,31.670474041,72,36.80555555555556,2650,17,107,72,0.004666030083333333,0.33595416600000005,0.001712942,0.006705501,resident_same_model,,
following_turn_of_condition,large,,36,36,39.18727388205556,1410.7418597540002,26.845147735,64.068714559,36,57.47222222222222,2069,26,150,36,23.81063366477778,857.1828119319998,21.676583483,27.711938806,,,
following_turn_of_condition,replay,,36,36,15.154324358583333,545.5556769090001,0.960884024,42.111060492,36,53.083333333333336,1911,24,88,36,5.852472677416666,210.68901638699998,0.001449499,24.423809228,cold_start,,
following_turn_of_condition,replay,,9,9,9.133270441,82.199433969,4.556895044,16.311104988,9,44.333333333333336,399,26,69,9,0.0026406823333333333,0.023766140999999994,0.001754728,0.002915297,model_switch,,
following_turn_of_condition,replay,,63,63,6.977421315650794,439.577542886,0.612445311,25.451774252,63,37.77777777777778,2380,18,114,63,1.303801285031746,82.139480957,0.001660449,9.526791331,resident_same_model,,
following_turn_of_condition,replay,,36,36,24.89661611986111,896.2781803149999,10.297521694,66.8765944,36,53.94444444444444,1942,35,108,36,16.494266522444445,593.793594808,8.739335296,25.840000305,,,
following_turn_of_condition,small,,36,36,2.1255842524444444,76.52103308800001,1.017592852,2.939278068,36,49.333333333333336,1776,28,79,36,0.004142305722222222,0.149123006,0.001751828,0.0062680570000000005,cold_start,,
following_turn_of_condition,small,,72,72,1.7856640621944444,128.56781247799998,1.074533454,3.329436228,72,38.125,2745,18,105,72,0.004225340138888889,0.30422449000000007,0.001504106,0.006464019,resident_same_model,,
following_turn_of_condition,small,,36,36,11.419541858916666,411.10350692099996,10.176741946,13.282261808,36,50.833333333333336,1830,35,79,36,9.15849157661111,329.705696758,8.459617423,11.645466283,,,
return_to_small,adaptive,,135,135,15.699119682933333,2119.381157196001,1.185222035,51.885885157,135,45.45925925925926,6137,18,108,135,6.062535928111111,818.4423502950004,0.001497375,26.667209071,,False,
return_to_small,adaptive,,9,9,15.005114096666667,135.04602687,12.14398132,17.656547316,9,23.22222222222222,209,19,27,9,10.031396018222221,90.28256416400001,8.889271005,11.61482535,,True,
return_to_small,large,,144,144,18.915641637645834,2723.8523958210026,3.330280924,64.068714559,144,45.40972222222222,6539,17,150,144,5.9560310274861115,857.6684679579997,0.001712942,27.711938806,,False,
return_to_small,replay,,135,135,13.841598656051852,1868.6158185669997,0.612445311,66.8765944,135,47.577777777777776,6423,18,114,135,5.960312820629629,804.642230785,0.001449499,25.840000305,,False,
return_to_small,replay,,9,9,10.555001723555556,94.99501551200001,10.047544959,10.882125912,9,23.22222222222222,209,19,27,9,9.111514167555555,82.00362750800001,8.775845108,9.526791331,,True,
return_to_small,small,,144,144,4.2791135589375,616.1923524870002,1.017592852,13.282261808,144,44.104166666666664,6351,18,105,144,2.2927711406527775,330.15904425399987,0.001504106,11.645466283,,False,
after_small_return,adaptive,,144,144,15.655744333791667,2254.427184066001,1.185222035,51.885885157,144,44.06944444444444,6346,18,108,144,6.310589683743055,908.7249144590003,0.001497375,26.667209071,,,False
