model,policy,category,attempts,distinct_requests,scenario_clusters,delivered,failures,authorized_requests,no_memory_needed_authorized,retrieval_attempts,unnecessary_retrievals,unnecessary_retrieval_rate,unnecessary_fraction_of_retrievals,retrievals_per_task,authorization_violations,selection_sensitivity,selection_specificity,selection_resolved_authorized_requests,selection_unresolved_authorized_requests,selection_unresolved_needed,selection_unresolved_unneeded,selection_resolution_rate,realized_retrieval_sensitivity_all_authorized,classifier_calls,selection_sources,relevant_evidence_occurrences,retrieved_evidence_coverage,supplied_evidence_coverage,requests_with_relevant_evidence,complete_relevant_retrieved,complete_relevant_supplied,empty_relevant_lookup_requests,timing,cold_first_request_s,warm_request_s,success_conditional_request_s,helpers,helper_speech_enum,transformations,quality_reviewed_attempts,task_success,success_rate,labels,inspected_count,irrelevant_inspected,source_candidate_count,irrelevant_source_candidates,retrieved_count,irrelevant_retrieved,supplied_count,irrelevant_supplied,prompt_tokens,output_tokens,unsupported_claim,unsupported_personal_claim,abstained,explicit_conflict,forbidden_disclosure,known_fact_cautious_miss,posthoc_known_answer_without_supplied_evidence
qwen3:0.6b,ALWAYS,direct_personal_recall,24,8,8,24,0,24,0,24,0,,0.0,1.0,0,1.0,,24,0,0,0,1.0,1.0,0,"{""policy_always"":24}",24,1.0,0.875,24,24,21,0,"{""authorization_s"":{""max"":0.01432916,""mean"":0.010428107708333334,""median"":0.009893438000000001,""min"":0.008296081,""n"":24,""p95"":0.013064669749999999,""total"":0.250274585},""backend_total_s"":{""max"":10.672240993,""mean"":1.7770508235,""median"":1.405473719,""min"":1.272030656,""n"":24,""p95"":1.56260918,""total"":42.649219764},""decode_s"":{""max"":1.434406,""mean"":1.204822625,""median"":1.1907705,""min"":1.081569,""n"":24,""p95"":1.3936757,""total"":28.915743},""generation_s"":{""max"":10.766342066,""mean"":1.871041011875,""median"":1.4951054135,""min"":1.36226793,""n"":24,""p95"":1.6826241249,""total"":44.904984285},""loading_s"":{""max"":8.771880867,""mean"":0.367742782125,""median"":0.002478092,""min"":0.001468052,""n"":24,""p95"":0.0031630716999999997,""total"":8.825826771000001},""prefill_s"":{""max"":0.470923,""mean"":0.141903375,""median"":0.128649,""min"":0.083554,""n"":24,""p95"":0.24793909999999983,""total"":3.405681},""request_s"":{""max"":12.054778451,""mean"":2.098946016958333,""median"":1.6664536490000001,""min"":1.543240673,""n"":24,""p95"":1.8761037979,""total"":50.374704406999996},""residual_request_s"":{""max"":0.06538649699999999,""mean"":0.05684861408333337,""median"":0.05656227150000004,""min"":0.048783512999999834,""n"":24,""p95"":0.06456429705000001,""total"":1.3643667380000009},""response_evidence_linking_s"":{""max"":0.014069933,""mean"":0.011240790625,""median"":0.010705842,""min"":0.009387908,""n"":24,""p95"":0.01355321075,""total"":0.269778975},""retrieval_s"":{""max"":1.167664949,""mean"":0.11789804516666666,""median"":0.0717572935,""min"":0.058167039,""n"":24,""p95"":0.0881721818,""total"":2.8295530839999996},""selection_s"":{""max"":0.011949019,""mean"":0.009883126458333334,""median"":0.009838977,""min"":0.00809005,""n"":24,""p95"":0.01177507435,""total"":0.23719503500000005},""selector_call_s"":{""max"":0.0,""mean"":0.0,""median"":0.0,""min"":0.0,""n"":24,""p95"":0.0,""total"":0.0},""shared_intent_s"":{""max"":0.01723796,""mean"":0.010183156958333333,""median"":0.0096094985,""min"":0.00842492,""n"":24,""p95"":0.013200592349999997,""total"":0.24439576699999996},""validation_s"":{""max"":0.016247592,""mean"":0.011423164083333333,""median"":0.010993288,""min"":0.008209027,""n"":24,""p95"":0.015148636849999994,""total"":0.274155938}}","{""max"":12.054778451,""mean"":12.054778451,""median"":12.054778451,""min"":12.054778451,""n"":1,""p95"":12.054778451,""total"":12.054778451}","{""max"":1.88219992,""mean"":1.6660837372173913,""median"":1.665998673,""min"":1.543240673,""n"":23,""p95"":1.8323755844999998,""total"":38.319925956}","{""max"":12.054778451,""mean"":2.1673624294285716,""median"":1.666908625,""min"":1.543240673,""n"":21,""p95"":1.88219992,""total"":45.514611018}","{""none"":21,""verified_user_relationship"":3}",3,"{""none"":24}",24,21,0.875,"{""complete"":21,""incorrect"":3}",552,528,480,456,72,48,27,6,11871,1056,0,0,0,0,0,0,0
qwen3:0.6b,ALWAYS,general_no_memory,24,8,8,24,0,24,24,24,24,1.0,1.0,1.0,0,,0.0,24,0,0,0,1.0,,0,"{""policy_always"":24}",0,,,0,0,0,24,"{""authorization_s"":{""max"":0.013239543,""mean"":0.0100874325,""median"":0.0099641855,""min"":0.008061577,""n"":24,""p95"":0.012084078049999999,""total"":0.24209837999999997},""backend_total_s"":{""max"":2.185967813,""mean"":1.41865195475,""median"":1.3618680685,""min"":0.736465989,""n"":24,""p95"":2.0555995151,""total"":34.047646914000005},""decode_s"":{""max"":1.999914,""mean"":1.2667608333333333,""median"":1.2930555,""min"":0.67362,""n"":24,""p95"":1.8495128,""total"":30.40226},""generation_s"":{""max"":2.277032109,""mean"":1.50494240775,""median"":1.440773073,""min"":0.817259829,""n"":24,""p95"":2.16212931705,""total"":36.118617785999994},""loading_s"":{""max"":0.004270501,""mean"":0.0025286633750000002,""median"":0.0023637765000000003,""min"":0.001603456,""n"":24,""p95"":0.003674793299999999,""total"":0.060687921},""prefill_s"":{""max"":0.230131,""mean"":0.09119037495833333,""median"":0.0935035,""min"":0.032499,""n"":24,""p95"":0.15942109999999998,""total"":2.1885689989999997},""request_s"":{""max"":2.463556816,""mean"":1.6769476225833333,""median"":1.599483653,""min"":0.986794206,""n"":24,""p95"":2.3507121042,""total"":40.246742942000004},""residual_request_s"":{""max"":0.06253781700000016,""mean"":0.044754772791666605,""median"":0.04124950850000014,""min"":0.03180315999999994,""n"":24,""p95"":0.058253044699999895,""total"":1.0741145469999986},""response_evidence_linking_s"":{""max"":0.019864624,""mean"":0.011684027208333333,""median"":0.0111488435,""min"":0.008623992,""n"":24,""p95"":0.01531800625,""total"":0.280416653},""retrieval_s"":{""max"":0.089167786,""mean"":0.07618547666666667,""median"":0.077528927,""min"":0.060214591,""n"":24,""p95"":0.08779560874999999,""total"":1.8284514400000003},""selection_s"":{""max"":0.014164319,""mean"":0.010511762124999999,""median"":0.0101835725,""min"":0.008265264,""n"":24,""p95"":0.012485606949999999,""total"":0.252282291},""selector_call_s"":{""max"":0.0,""mean"":0.0,""median"":0.0,""min"":0.0,""n"":24,""p95"":0.0,""total"":0.0},""shared_intent_s"":{""max"":0.013176768,""mean"":0.010418416875,""median"":0.010196821,""min"":0.008076018,""n"":24,""p95"":0.012459021099999999,""total"":0.250042005},""validation_s"":{""max"":0.015251854,""mean"":0.008363326666666667,""median"":0.0067156595,""min"":0.004247107,""n"":24,""p95"":0.01376543075,""total"":0.20071983999999998}}","{""max"":null,""mean"":null,""median"":null,""min"":null,""n"":0,""p95"":null,""total"":0}","{""max"":2.463556816,""mean"":1.6769476225833333,""median"":1.599483653,""min"":0.986794206,""n"":24,""p95"":2.3507121042,""total"":40.246742942000004}","{""max"":2.463556816,""mean"":1.692932260846154,""median"":1.474158679,""min"":0.986794206,""n"":13,""p95"":2.3990128005999996,""total"":22.008119391}","{""none"":24}",0,"{""none"":24}",24,13,0.5416666666666666,"{""complete"":13,""incorrect"":3,""partial"":8}",552,552,480,480,72,72,12,12,9882,1138,5,0,0,0,0,0,0
qwen3:0.6b,ALWAYS,lifecycle_or_authorization,24,8,8,24,0,18,0,18,0,,0.0,0.75,0,1.0,,18,0,0,0,1.0,1.0,0,"{""authorization_denied"":6,""policy_always"":18}",6,1.0,0.5,6,6,3,12,"{""authorization_s"":{""max"":0.012878355,""mean"":0.010598862583333334,""median"":0.010523432,""min"":0.008298272,""n"":24,""p95"":0.01239918865,""total"":0.254372702},""backend_total_s"":{""max"":10.781587826,""mean"":1.721298896625,""median"":1.2465897345,""min"":0.910001667,""n"":24,""p95"":1.9345738001499997,""total"":41.311173519},""decode_s"":{""max"":1.851649,""mean"":1.1680278333333334,""median"":1.0813825000000001,""min"":0.823255,""n"":24,""p95"":1.7298495,""total"":28.032668000000008},""generation_s"":{""max"":10.866205669,""mean"":1.806013857125,""median"":1.3369606515,""min"":0.98934651,""n"":24,""p95"":2.02225780725,""total"":43.344332570999995},""loading_s"":{""max"":9.590547022,""mean"":0.40202360700000006,""median"":0.0025633225,""min"":0.001568445,""n"":24,""p95"":0.004789671049999996,""total"":9.648566568000001},""prefill_s"":{""max"":0.278499,""mean"":0.08414670825,""median"":0.041864,""min"":0.027938,""n"":24,""p95"":0.22719134999999993,""total"":2.019520998},""request_s"":{""max"":12.361403614,""mean"":2.0192119469583334,""median"":1.4285890700000001,""min"":1.078999855,""n"":24,""p95"":2.1848545885499995,""total"":48.461086726999994},""residual_request_s"":{""max"":0.07760034000000027,""mean"":0.050981403791666706,""median"":0.05013143100000006,""min"":0.0381794649999998,""n"":24,""p95"":0.05862476445000016,""total"":1.2235536910000009},""response_evidence_linking_s"":{""max"":0.014250878,""mean"":0.011188627375,""median"":0.010651915,""min"":0.008940041,""n"":24,""p95"":0.0137070482,""total"":0.26852705699999996},""retrieval_s"":{""max"":1.389427071,""mean"":0.11150972879166667,""median"":0.0672403345,""min"":0.0,""n"":24,""p95"":0.11042381599999997,""total"":2.6762334910000005},""selection_s"":{""max"":0.014272926,""mean"":0.010421503458333333,""median"":0.010308020000000001,""min"":0.007982018,""n"":24,""p95"":0.013272918149999998,""total"":0.250116083},""selector_call_s"":{""max"":0.0,""mean"":0.0,""median"":0.0,""min"":0.0,""n"":24,""p95"":0.0,""total"":0.0},""shared_intent_s"":{""max"":0.013291508,""mean"":0.01049788875,""median"":0.010356027,""min"":0.007822826,""n"":24,""p95"":0.012624797399999999,""total"":0.25194932999999997},""validation_s"":{""max"":0.014782108,""mean"":0.008000075083333334,""median"":0.0067819605,""min"":0.005169683,""n"":24,""p95"":0.012959721149999999,""total"":0.192001802}}","{""max"":12.361403614,""mean"":12.361403614,""median"":12.361403614,""min"":12.361403614,""n"":1,""p95"":12.361403614,""total"":12.361403614}","{""max"":2.203669566,""mean"":1.5695514396956523,""median"":1.410311503,""min"":1.078999855,""n"":23,""p95"":2.0769206913000002,""total"":36.099683113}","{""max"":12.361403614,""mean"":2.1167538384285716,""median"":1.509787017,""min"":1.078999855,""n"":21,""p95"":2.203669566,""total"":44.451830607000005}","{""none"":24}",0,"{""none"":24}",24,21,0.875,"{""appropriate_abstention"":18,""complete"":3,""inappropriate_abstention"":3}",414,408,360,354,54,48,9,6,7692,1048,0,0,21,0,0,3,0
qwen3:0.6b,ALWAYS,multi_fact_personal,24,8,8,24,0,24,0,24,0,,0.0,1.0,0,1.0,,24,0,0,0,1.0,1.0,0,"{""policy_always"":24}",48,1.0,1.0,24,24,24,0,"{""authorization_s"":{""max"":0.016023011,""mean"":0.010362603208333333,""median"":0.0100993725,""min"":0.00791064,""n"":24,""p95"":0.013746072999999996,""total"":0.24870247699999998},""backend_total_s"":{""max"":2.404601682,""mean"":1.8813174643333332,""median"":1.823046289,""min"":1.684132652,""n"":24,""p95"":2.2481015446,""total"":45.151619143999994},""decode_s"":{""max"":2.102181,""mean"":1.6955326249583333,""median"":1.6587135,""min"":1.524757,""n"":24,""p95"":2.06584769915,""total"":40.692782999},""generation_s"":{""max"":2.493881916,""mean"":1.9713535038333334,""median"":1.911707021,""min"":1.771969061,""n"":24,""p95"":2.33465189625,""total"":47.312484092000005},""loading_s"":{""max"":0.003547564,""mean"":0.002299564,""median"":0.002133752,""min"":0.0016952,""n"":24,""p95"":0.00282015035,""total"":0.055189536},""prefill_s"":{""max"":0.253371,""mean"":0.11013433333333333,""median"":0.101405,""min"":0.06144,""n"":24,""p95"":0.19496569999999988,""total"":2.643224},""request_s"":{""max"":2.688463058,""mean"":2.1629968310833334,""median"":2.1063821395,""min"":1.966849311,""n"":24,""p95"":2.5199588277,""total"":51.911923946},""residual_request_s"":{""max"":0.06309606300000015,""mean"":0.05390794166666666,""median"":0.05369881149999978,""min"":0.04832477600000029,""n"":24,""p95"":0.06247238625000004,""total"":1.2937906},""response_evidence_linking_s"":{""max"":0.014725003,""mean"":0.010527800541666667,""median"":0.010362936,""min"":0.008816691,""n"":24,""p95"":0.012221008849999998,""total"":0.252667213},""retrieval_s"":{""max"":0.105974691,""mean"":0.082444988875,""median"":0.0795995185,""min"":0.070663916,""n"":24,""p95"":0.0956406432,""total"":1.9786797329999999},""selection_s"":{""max"":0.015299623,""mean"":0.010708132083333334,""median"":0.010381526,""min"":0.008482368,""n"":24,""p95"":0.014078158999999998,""total"":0.25699517},""selector_call_s"":{""max"":0.0,""mean"":0.0,""median"":0.0,""min"":0.0,""n"":24,""p95"":0.0,""total"":0.0},""shared_intent_s"":{""max"":0.016934589,""mean"":0.01070931325,""median"":0.00971756,""min"":0.008356974,""n"":24,""p95"":0.0131813785,""total"":0.257023518},""validation_s"":{""max"":0.017417786,""mean"":0.012982547625,""median"":0.013032759500000001,""min"":0.009193911,""n"":24,""p95"":0.01686706095,""total"":0.311581143}}","{""max"":null,""mean"":null,""median"":null,""min"":null,""n"":0,""p95"":null,""total"":0}","{""max"":2.688463058,""mean"":2.1629968310833334,""median"":2.1063821395,""min"":1.966849311,""n"":24,""p95"":2.5199588277,""total"":51.911923946}","{""max"":2.540708394,""mean"":2.140150473391304,""median"":2.102887282,""min"":1.966849311,""n"":23,""p95"":2.4000143495,""total"":49.223460888}","{""none"":24}",0,"{""none"":24}",24,23,0.9583333333333334,"{""complete"":23,""partial"":1}",552,504,480,432,72,24,54,6,10236,1487,1,1,0,0,0,0,0
qwen3:0.6b,ALWAYS,paraphrased_personal_recall,24,8,8,24,0,24,0,24,0,,0.0,1.0,0,1.0,,24,0,0,0,1.0,1.0,0,"{""policy_always"":24}",24,0.875,0.25,24,21,6,0,"{""authorization_s"":{""max"":0.013578403,""mean"":0.010683618583333334,""median"":0.010556969499999999,""min"":0.008816002,""n"":24,""p95"":0.013336569699999998,""total"":0.256406846},""backend_total_s"":{""max"":10.835349013,""mean"":1.7338146781666666,""median"":1.1964467855,""min"":1.003721562,""n"":24,""p95"":1.88817894465,""total"":41.611552276000005},""decode_s"":{""max"":1.770794,""mean"":1.2171163749583334,""median"":1.0820379994999998,""min"":0.889945,""n"":24,""p95"":1.7387776,""total"":29.210792999},""generation_s"":{""max"":10.915263617,""mean"":1.827795916625,""median"":1.2894763175,""min"":1.081528032,""n"":24,""p95"":2.05881972125,""total"":43.867101999000006},""loading_s"":{""max"":9.03030088,""mean"":0.37914713345833334,""median"":0.0023860245,""min"":0.00153324,""n"":24,""p95"":0.014637360649999976,""total"":9.099531203},""prefill_s"":{""max"":0.262701,""mean"":0.07910304166666667,""median"":0.057245500000000005,""min"":0.027563,""n"":24,""p95"":0.14929974999999998,""total"":1.8984729999999999},""request_s"":{""max"":12.18870887,""mean"":2.0674453842083333,""median"":1.51294687,""min"":1.23385743,""n"":24,""p95"":2.2375391523499997,""total"":49.618689221000004},""residual_request_s"":{""max"":0.2687918360000001,""mean"":0.05986601679166659,""median"":0.050298440499999764,""min"":0.037325304999999975,""n"":24,""p95"":0.06296907945000008,""total"":1.436784402999998},""response_evidence_linking_s"":{""max"":0.01589409,""mean"":0.011172042041666667,""median"":0.0109439465,""min"":0.008491568,""n"":24,""p95"":0.013440783549999998,""total"":0.26812900900000003},""retrieval_s"":{""max"":1.162855864,""mean"":0.12226346579166666,""median"":0.07787134300000001,""min"":0.059566037,""n"":24,""p95"":0.0946083038,""total"":2.934323179},""selection_s"":{""max"":0.015743438,""mean"":0.010630898541666666,""median"":0.010471237000000001,""min"":0.008478483,""n"":24,""p95"":0.01392029205,""total"":0.25514156499999996},""selector_call_s"":{""max"":0.0,""mean"":0.0,""median"":0.0,""min"":0.0,""n"":24,""p95"":0.0,""total"":0.0},""shared_intent_s"":{""max"":0.016071679,""mean"":0.011322724083333333,""median"":0.0110244595,""min"":0.00867476,""n"":24,""p95"":0.014235177699999999,""total"":0.27174537800000004},""validation_s"":{""max"":0.137926268,""mean"":0.01371070175,""median"":0.007621172000000001,""min"":0.004872306,""n"":24,""p95"":0.014570087949999996,""total"":0.32905684199999996}}","{""max"":12.18870887,""mean"":12.18870887,""median"":12.18870887,""min"":12.18870887,""n"":1,""p95"":12.18870887,""total"":12.18870887}","{""max"":2.253645275,""mean"":1.6273904500434782,""median"":1.503343859,""min"":1.23385743,""n"":23,""p95"":2.1440809267,""total"":37.429980351000005}","{""max"":1.710044903,""mean"":1.5697636918333333,""median"":1.570935672,""min"":1.442967853,""n"":6,""p95"":1.6935829215,""total"":9.418582150999999}","{""none"":24}",0,"{""none"":24}",24,6,0.25,"{""complete"":6,""inappropriate_abstention"":15,""incorrect"":3}",552,528,480,456,72,51,9,3,8169,1098,3,3,15,0,0,15,0
qwen3:0.6b,ALWAYS,unknown_or_conflicting,24,8,8,24,0,24,0,24,0,,0.0,1.0,0,1.0,,24,0,0,0,1.0,1.0,0,"{""policy_always"":24}",12,1.0,0.75,6,6,3,18,"{""authorization_s"":{""max"":0.013243845,""mean"":0.009756437208333333,""median"":0.009731360000000001,""min"":0.007974322,""n"":24,""p95"":0.011112114449999998,""total"":0.234154493},""backend_total_s"":{""max"":1.6043364,""mean"":1.352601003875,""median"":1.3606160185,""min"":0.959055847,""n"":24,""p95"":1.5920504724,""total"":32.462424092999996},""decode_s"":{""max"":1.443818,""mean"":1.187009166625,""median"":1.171303,""min"":0.847381,""n"":24,""p95"":1.43236035,""total"":28.488219999000002},""generation_s"":{""max"":1.691920459,""mean"":1.4410419238333334,""median"":1.450182953,""min"":1.036961265,""n"":24,""p95"":1.6809802235,""total"":34.585006172},""loading_s"":{""max"":0.003203596,""mean"":0.0022891469583333334,""median"":0.0022451405000000002,""min"":0.001610396,""n"":24,""p95"":0.0029295275999999997,""total"":0.05493952700000001},""prefill_s"":{""max"":0.153355,""mean"":0.10023575,""median"":0.110859,""min"":0.026959,""n"":24,""p95"":0.13915254999999999,""total"":2.405658},""request_s"":{""max"":1.886904314,""mean"":1.6230925685833333,""median"":1.6436257835,""min"":1.19873794,""n"":24,""p95"":1.8672948613,""total"":38.95422164600001},""residual_request_s"":{""max"":0.06477361900000012,""mean"":0.054403592333333334,""median"":0.05479771599999994,""min"":0.044138093000000156,""n"":24,""p95"":0.05977600299999999,""total"":1.305686216},""response_evidence_linking_s"":{""max"":0.015454888,""mean"":0.011763240375000001,""median"":0.0119939045,""min"":0.008953183,""n"":24,""p95"":0.01371836385,""total"":0.282317769},""retrieval_s"":{""max"":0.093901817,""mean"":0.07575363220833334,""median"":0.075332782,""min"":0.055218387,""n"":24,""p95"":0.0920211271,""total"":1.818087173},""selection_s"":{""max"":0.013925356,""mean"":0.00986361875,""median"":0.0097137835,""min"":0.006939574,""n"":24,""p95"":0.012260038349999999,""total"":0.23672685},""selector_call_s"":{""max"":0.0,""mean"":0.0,""median"":0.0,""min"":0.0,""n"":24,""p95"":0.0,""total"":0.0},""shared_intent_s"":{""max"":0.013275726,""mean"":0.010493198458333334,""median"":0.010060528,""min"":0.008486764,""n"":24,""p95"":0.01317645935,""total"":0.25183676299999996},""validation_s"":{""max"":0.014617647,""mean"":0.010016925416666666,""median"":0.0104107305,""min"":0.005195848,""n"":24,""p95"":0.013880764549999997,""total"":0.24040621}}","{""max"":null,""mean"":null,""median"":null,""min"":null,""n"":0,""p95"":null,""total"":0}","{""max"":1.886904314,""mean"":1.6230925685833333,""median"":1.6436257835,""min"":1.19873794,""n"":24,""p95"":1.8672948613,""total"":38.95422164600001}","{""max"":1.886904314,""mean"":1.483960937888889,""median"":1.385984933,""min"":1.19873794,""n"":9,""p95"":1.8566626927999998,""total"":13.355648441}","{""none"":24}",0,"{""none"":24}",24,9,0.375,"{""appropriate_abstention"":9,""incorrect"":15}",552,540,480,468,72,60,24,15,10527,1055,15,15,9,0,15,0,0
qwen3:0.6b,OFF,direct_personal_recall,24,8,8,24,0,24,0,0,0,,,0.0,0,0.0,,24,0,0,0,1.0,0.0,0,"{""policy_off"":24}",24,0.0,0.0,24,0,0,0,"{""authorization_s"":{""max"":0.013876928,""mean"":0.010416675833333333,""median"":0.009828403,""min"":0.008248624,""n"":24,""p95"":0.013659545499999998,""total"":0.25000022},""backend_total_s"":{""max"":10.221525425,""mean"":1.4785535960416667,""median"":1.1348668334999998,""min"":0.710924049,""n"":24,""p95"":1.4636574215,""total"":35.485286305},""decode_s"":{""max"":1.41891,""mean"":1.0368507083333334,""median"":0.9466985,""min"":0.642444,""n"":24,""p95"":1.3758906999999998,""total"":24.884417000000003},""generation_s"":{""max"":10.31577121,""mean"":1.56834513975,""median"":1.2168490605,""min"":0.934599556,""n"":24,""p95"":1.54092278685,""total"":37.640283354000005},""loading_s"":{""max"":9.002994009,""mean"":0.377193439,""median"":0.0019817245,""min"":0.001527486,""n"":24,""p95"":0.0035210052,""total"":9.052642536},""prefill_s"":{""max"":0.293011,""mean"":0.047054749958333336,""median"":0.033466499499999997,""min"":0.027939,""n"":24,""p95"":0.06813764999999994,""total"":1.1293139989999998},""request_s"":{""max"":10.441206725,""mean"":1.668342314375,""median"":1.3106553745,""min"":1.027158044,""n"":24,""p95"":1.63235059015,""total"":40.040215545},""residual_request_s"":{""max"":0.09236079500000005,""mean"":0.05196150637500005,""median"":0.050581392,""min"":0.04313174100000006,""n"":24,""p95"":0.06058672970000115,""total"":1.2470761530000012},""response_evidence_linking_s"":{""max"":0.013674458,""mean"":0.010164176875,""median"":0.010133106999999999,""min"":0.008451198,""n"":24,""p95"":0.01172044035,""total"":0.24394024500000003},""retrieval_s"":{""max"":0.0,""mean"":0.0,""median"":0.0,""min"":0.0,""n"":24,""p95"":0.0,""total"":0.0},""selection_s"":{""max"":0.014582617,""mean"":0.010452485291666667,""median"":0.01019281,""min"":0.008311756,""n"":24,""p95"":0.013490004449999999,""total"":0.250859647},""selector_call_s"":{""max"":0.0,""mean"":0.0,""median"":0.0,""min"":0.0,""n"":24,""p95"":0.0,""total"":0.0},""shared_intent_s"":{""max"":0.020552467,""mean"":0.010724065125,""median"":0.010202220000000001,""min"":0.008432109,""n"":24,""p95"":0.0135270862,""total"":0.257377563},""validation_s"":{""max"":0.008910932,""mean"":0.006278265125,""median"":0.0061636304999999995,""min"":0.003831356,""n"":24,""p95"":0.0082277967,""total"":0.15067836300000004}}","{""max"":10.441206725,""mean"":10.441206725,""median"":10.441206725,""min"":10.441206725,""n"":1,""p95"":10.441206725,""total"":10.441206725}","{""max"":1.634879212,""mean"":1.2869134269565217,""median"":1.245520646,""min"":1.027158044,""n"":23,""p95"":1.6174510917,""total"":29.59900882}","{""max"":null,""mean"":null,""median"":null,""min"":null,""n"":0,""p95"":null,""total"":0}","{""none"":24}",0,"{""none"":24}",24,0,0.0,"{""inappropriate_abstention"":24}",0,0,0,0,0,0,0,0,5937,945,0,0,24,0,0,24,0
qwen3:0.6b,OFF,general_no_memory,24,8,8,24,0,24,24,0,0,0.0,,0.0,0,,1.0,24,0,0,0,1.0,,0,"{""policy_off"":24}",0,,,0,0,0,0,"{""authorization_s"":{""max"":0.027351276,""mean"":0.011393504333333334,""median"":0.0110117425,""min"":0.008286693,""n"":24,""p95"":0.013816430449999998,""total"":0.27344410399999997},""backend_total_s"":{""max"":1.477247724,""mean"":1.1586813214166667,""median"":1.2046519855,""min"":0.755131053,""n"":24,""p95"":1.4409517126,""total"":27.808351714},""decode_s"":{""max"":1.378433,""mean"":1.06689925,""median"":1.09203,""min"":0.642434,""n"":24,""p95"":1.3754207,""total"":25.605582000000005},""generation_s"":{""max"":1.554550277,""mean"":1.2453597366666667,""median"":1.286567109,""min"":0.83720396,""n"":24,""p95"":1.5231107987999999,""total"":29.888633680000005},""loading_s"":{""max"":0.006740073,""mean"":0.0024334095416666665,""median"":0.002307234,""min"":0.001723833,""n"":24,""p95"":0.00279413035,""total"":0.058401829},""prefill_s"":{""max"":0.136323,""mean"":0.075168291625,""median"":0.0777665,""min"":0.029576,""n"":24,""p95"":0.11308755,""total"":1.804038999},""request_s"":{""max"":1.669900718,""mean"":1.3431265767083334,""median"":1.3754023825,""min"":0.926755113,""n"":24,""p95"":1.64739149835,""total"":32.23503784099999},""residual_request_s"":{""max"":0.09306196600000005,""mean"":0.04746990304166662,""median"":0.040994522999999894,""min"":0.03416396499999985,""n"":24,""p95"":0.08162166824999982,""total"":1.139277672999999},""response_evidence_linking_s"":{""max"":0.014712122,""mean"":0.01116202775,""median"":0.0108178365,""min"":0.008962006,""n"":24,""p95"":0.014528419749999999,""total"":0.267888666},""retrieval_s"":{""max"":0.0,""mean"":0.0,""median"":0.0,""min"":0.0,""n"":24,""p95"":0.0,""total"":0.0},""selection_s"":{""max"":0.013245112,""mean"":0.010690824791666666,""median"":0.010542151,""min"":0.008504086,""n"":24,""p95"":0.013035516249999999,""total"":0.25657979500000005},""selector_call_s"":{""max"":0.0,""mean"":0.0,""median"":0.0,""min"":0.0,""n"":24,""p95"":0.0,""total"":0.0},""shared_intent_s"":{""max"":0.016392659,""mean"":0.011123603916666667,""median"":0.010625317499999998,""min"":0.008924882,""n"":24,""p95"":0.014805150299999995,""total"":0.26696649399999994},""validation_s"":{""max"":0.008411075,""mean"":0.005926976208333334,""median"":0.0058159005,""min"":0.003698699,""n"":24,""p95"":0.007969404999999997,""total"":0.142247429}}","{""max"":null,""mean"":null,""median"":null,""min"":null,""n"":0,""p95"":null,""total"":0}","{""max"":1.669900718,""mean"":1.3431265767083334,""median"":1.3754023825,""min"":0.926755113,""n"":24,""p95"":1.64739149835,""total"":32.23503784099999}","{""max"":1.648654995,""mean"":1.2196134229166666,""median"":1.1496448285,""min"":0.926755113,""n"":12,""p95"":1.6161528731500001,""total"":14.635361075}","{""none"":24}",0,"{""none"":24}",24,12,0.5,"{""complete"":12,""incorrect"":6,""partial"":6}",0,0,0,0,0,0,0,0,8517,984,9,0,0,0,0,0,0
