model,comparison,category,paired_requests,paired_attempts,planned_paired_requests,planned_paired_attempts,request_mean_success_direction,quality_pairs,differences
qwen3:0.6b,SELECTIVE-ALWAYS,overall,48,144,48,144,"{""equal"":45,""left_higher"":1,""right_higher"":2}","{""both_success"":89,""left_only"":2,""neither_success"":49,""right_only"":4}","{""abstained_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":0.0},""failure_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":0.0},""generation_s_difference"":{""bootstrap_95_high"":0.028476409881944453,""bootstrap_95_low"":-0.04488556763142364,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":-0.005612789125000008},""irrelevant_inspected_difference"":{""bootstrap_95_high"":-2.375,""bootstrap_95_low"":-5.1875,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":-3.7916666666666665},""irrelevant_supplied_difference"":{""bootstrap_95_high"":-0.020833333333333332,""bootstrap_95_low"":-0.16666666666666666,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":-0.08333333333333333},""known_fact_cautious_miss_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":0.0},""loading_s_difference"":{""bootstrap_95_high"":0.04370973845138887,""bootstrap_95_low"":0.0017399763237847235,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":0.02160908307638888},""request_s_difference"":{""bootstrap_95_high"":0.14690743923315966,""bootstrap_95_low"":0.02337425051215278,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":0.08863075560416667},""retrieval_attempts_difference"":{""bootstrap_95_high"":-0.10416666666666667,""bootstrap_95_low"":-0.22916666666666666,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":-0.16666666666666666},""retrieval_s_difference"":{""bootstrap_95_high"":0.00991134773958333,""bootstrap_95_low"":-0.012671439437500001,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":-0.001955263527777779},""selection_s_difference"":{""bootstrap_95_high"":0.14842641516666666,""bootstrap_95_low"":0.04714647644357639,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":0.09694882148611111},""supplied_coverage_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":28,""mean"":0.0},""task_success_difference"":{""bootstrap_95_high"":0.03472222222222222,""bootstrap_95_low"":-0.06944444444444443,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":-0.01388888888888889},""unnecessary_retrievals_difference"":{""bootstrap_95_high"":-0.0625,""bootstrap_95_low"":-0.16666666666666666,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":-0.125},""unsupported_claim_difference"":{""bootstrap_95_high"":0.07638888888888888,""bootstrap_95_low"":0.006944444444444444,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":0.034722222222222224},""unsupported_personal_claim_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":0.0},""validation_s_difference"":{""bootstrap_95_high"":0.00024037816163194372,""bootstrap_95_low"":-0.003418755423611111,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":-0.0013121242847222222}}"
qwen3:0.6b,SELECTIVE-ALWAYS,direct_personal_recall,8,24,8,24,"{""equal"":8}","{""both_success"":21,""neither_success"":3}","{""abstained_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""failure_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""generation_s_difference"":{""bootstrap_95_high"":0.188244134,""bootstrap_95_low"":-0.009952107459375045,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.05973725308333332},""irrelevant_inspected_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""irrelevant_supplied_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""known_fact_cautious_miss_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""loading_s_difference"":{""bootstrap_95_high"":0.19682820773541662,""bootstrap_95_low"":-0.00020759115729166675,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.06553544024999998},""request_s_difference"":{""bootstrap_95_high"":0.27147437813020814,""bootstrap_95_low"":-1.4765322916374259e-06,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0957215774583333},""retrieval_attempts_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""retrieval_s_difference"":{""bootstrap_95_high"":0.07112005911770829,""bootstrap_95_low"":-0.0048686975000000006,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0233453765},""selection_s_difference"":{""bootstrap_95_high"":0.013317471333333334,""bootstrap_95_low"":0.010103162041666667,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.011395930041666667},""supplied_coverage_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""task_success_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""unnecessary_retrievals_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""unsupported_claim_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""unsupported_personal_claim_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""validation_s_difference"":{""bootstrap_95_high"":0.0005063094166666664,""bootstrap_95_low"":-0.0010000967916666663,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":-0.00023576695833333336}}"
qwen3:0.6b,SELECTIVE-ALWAYS,general_no_memory,8,24,8,24,"{""equal"":5,""left_higher"":1,""right_higher"":2}","{""both_success"":9,""left_only"":2,""neither_success"":9,""right_only"":4}","{""abstained_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""failure_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""generation_s_difference"":{""bootstrap_95_high"":0.049081643041666664,""bootstrap_95_low"":-0.3370977370833333,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":-0.122657161375},""irrelevant_inspected_difference"":{""bootstrap_95_high"":-8.625,""bootstrap_95_low"":-23.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":-17.25},""irrelevant_supplied_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":-0.875,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":-0.375},""known_fact_cautious_miss_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""loading_s_difference"":{""bootstrap_95_high"":0.003415241566666666,""bootstrap_95_low"":0.0003741953749999999,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.001670075125},""request_s_difference"":{""bootstrap_95_high"":0.41241246954166666,""bootstrap_95_low"":-0.19408201963958335,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.109636804},""retrieval_attempts_difference"":{""bootstrap_95_high"":-0.375,""bootstrap_95_low"":-1.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":-0.75},""retrieval_s_difference"":{""bootstrap_95_high"":-0.032366008041666665,""bootstrap_95_low"":-0.077338064559375,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":-0.05799121408333333},""selection_s_difference"":{""bootstrap_95_high"":0.5009780422083333,""bootstrap_95_low"":0.08204314017499999,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.293752067375},""task_success_difference"":{""bootstrap_95_high"":0.20833333333333331,""bootstrap_95_low"":-0.41666666666666663,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":-0.08333333333333334},""unnecessary_retrievals_difference"":{""bootstrap_95_high"":-0.375,""bootstrap_95_low"":-1.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":-0.75},""unsupported_claim_difference"":{""bootstrap_95_high"":0.4583333333333333,""bootstrap_95_low"":0.041666666666666664,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.20833333333333331},""unsupported_personal_claim_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""validation_s_difference"":{""bootstrap_95_high"":0.0003925162083333333,""bootstrap_95_low"":-0.004226727623958333,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":-0.0017303995833333333}}"
qwen3:0.6b,SELECTIVE-ALWAYS,lifecycle_or_authorization,8,24,8,24,"{""equal"":8}","{""both_success"":21,""neither_success"":3}","{""abstained_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""failure_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""generation_s_difference"":{""bootstrap_95_high"":0.10384790657812507,""bootstrap_95_low"":0.0028566935416666863,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.04210011958333339},""irrelevant_inspected_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""irrelevant_supplied_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""known_fact_cautious_miss_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""loading_s_difference"":{""bootstrap_95_high"":0.09202067056354152,""bootstrap_95_low"":-0.00015404766666666668,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.030640190374999945},""request_s_difference"":{""bootstrap_95_high"":0.139474821375,""bootstrap_95_low"":0.008645032999999986,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.062328750208333325},""retrieval_attempts_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""retrieval_s_difference"":{""bootstrap_95_high"":0.02678332860833332,""bootstrap_95_low"":-0.00454855,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.009129817833333328},""selection_s_difference"":{""bootstrap_95_high"":0.012136730301041662,""bootstrap_95_low"":0.00490892075,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.008562660375},""supplied_coverage_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":8979,""distinct_requests"":2,""mean"":0.0},""task_success_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""unnecessary_retrievals_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""unsupported_claim_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""unsupported_personal_claim_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""validation_s_difference"":{""bootstrap_95_high"":0.0007608023583333334,""bootstrap_95_low"":-0.0017917170666666665,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":-0.0004599994999999999}}"
qwen3:0.6b,SELECTIVE-ALWAYS,multi_fact_personal,8,24,8,24,"{""equal"":8}","{""both_success"":23,""neither_success"":1}","{""abstained_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""failure_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""generation_s_difference"":{""bootstrap_95_high"":0.03030632896979163,""bootstrap_95_low"":0.006479407541666649,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.018800570958333318},""irrelevant_inspected_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""irrelevant_supplied_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""known_fact_cautious_miss_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""loading_s_difference"":{""bootstrap_95_high"":0.004005758589583333,""bootstrap_95_low"":-6.089937499999998e-05,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.00172050675},""request_s_difference"":{""bootstrap_95_high"":0.05094004993750002,""bootstrap_95_low"":0.023268573416666622,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.03792380254166667},""retrieval_attempts_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""retrieval_s_difference"":{""bootstrap_95_high"":0.004699352291666665,""bootstrap_95_low"":-0.0009967429729166694,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0017234117499999983},""selection_s_difference"":{""bootstrap_95_high"":0.0118049405,""bootstrap_95_low"":0.009996723328125002,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.010905828416666666},""supplied_coverage_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""task_success_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""unnecessary_retrievals_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""unsupported_claim_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""unsupported_personal_claim_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""validation_s_difference"":{""bootstrap_95_high"":0.0026324148749999996,""bootstrap_95_low"":-0.0017219380375000006,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0002596676666666664}}"
qwen3:0.6b,SELECTIVE-ALWAYS,paraphrased_personal_recall,8,24,8,24,"{""equal"":8}","{""both_success"":6,""neither_success"":18}","{""abstained_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""failure_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""generation_s_difference"":{""bootstrap_95_high"":0.09052363712499982,""bootstrap_95_low"":-0.2298026852916667,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":-0.03796336887500007},""irrelevant_inspected_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":-13.75,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":-5.5},""irrelevant_supplied_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":-0.375,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":-0.125},""known_fact_cautious_miss_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""loading_s_difference"":{""bootstrap_95_high"":0.08891589606250004,""bootstrap_95_low"":-0.0011230881250000005,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.02962306945833335},""request_s_difference"":{""bootstrap_95_high"":0.3193656133750001,""bootstrap_95_low"":-0.04296850458333331,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.12553306366666675},""retrieval_attempts_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":-0.625,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":-0.25},""retrieval_s_difference"":{""bootstrap_95_high"":0.09113347211770832,""bootstrap_95_low"":-0.041910842775,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.013461863041666668},""selection_s_difference"":{""bootstrap_95_high"":0.363908375665625,""bootstrap_95_low"":0.011166509072916666,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.1646433235},""supplied_coverage_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""task_success_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""unnecessary_retrievals_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""unsupported_claim_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""unsupported_personal_claim_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""validation_s_difference"":{""bootstrap_95_high"":0.0005833377083333331,""bootstrap_95_low"":-0.017032434958333332,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":-0.005882395958333333}}"
qwen3:0.6b,SELECTIVE-ALWAYS,unknown_or_conflicting,8,24,8,24,"{""equal"":8}","{""both_success"":9,""neither_success"":15}","{""abstained_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""failure_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""generation_s_difference"":{""bootstrap_95_high"":0.02682251173333331,""bootstrap_95_low"":-0.017107407500000026,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.00630585187499999},""irrelevant_inspected_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""irrelevant_supplied_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""known_fact_cautious_miss_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""loading_s_difference"":{""bootstrap_95_high"":0.0010157969166666669,""bootstrap_95_low"":5.254185104166667e-05,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0004652165000000001},""request_s_difference"":{""bootstrap_95_high"":0.283744575625,""bootstrap_95_low"":-0.005728503166666668,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.10064053574999998},""retrieval_attempts_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""retrieval_s_difference"":{""bootstrap_95_high"":0.004214696791666666,""bootstrap_95_low"":-0.0074047703333333355,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":-0.0014008362083333357},""selection_s_difference"":{""bootstrap_95_high"":0.25550804854166664,""bootstrap_95_low"":0.010473079208333335,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.09243311920833333},""supplied_coverage_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":8961,""distinct_requests"":2,""mean"":0.0},""task_success_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""unnecessary_retrievals_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""unsupported_claim_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""unsupported_personal_claim_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.0},""validation_s_difference"":{""bootstrap_95_high"":0.0014188088749999997,""bootstrap_95_low"":-0.0009347335000000002,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":8,""mean"":0.00017614862499999994}}"
qwen3:0.6b,SELECTIVE-OFF,overall,48,144,48,144,"{""equal"":23,""left_higher"":19,""right_higher"":6}","{""both_success"":35,""left_only"":56,""neither_success"":37,""right_only"":16}","{""abstained_difference"":{""bootstrap_95_high"":-0.4375,""bootstrap_95_low"":-0.5625,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":-0.5},""failure_difference"":{""bootstrap_95_high"":0.0,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":0.0},""generation_s_difference"":{""bootstrap_95_high"":0.3367107202986111,""bootstrap_95_low"":0.18442313728003473,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":0.2574907105277778},""irrelevant_inspected_difference"":{""bootstrap_95_high"":19.395833333333332,""bootstrap_95_low"":15.916145833333333,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":17.458333333333332},""irrelevant_supplied_difference"":{""bootstrap_95_high"":0.3541666666666667,""bootstrap_95_low"":0.125,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":0.25},""known_fact_cautious_miss_difference"":{""bootstrap_95_high"":-0.3333333333333333,""bootstrap_95_low"":-0.4583333333333333,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":-0.3958333333333333},""loading_s_difference"":{""bootstrap_95_high"":0.031848472047916666,""bootstrap_95_low"":-0.011619953457638879,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":0.008230304902777786},""request_s_difference"":{""bootstrap_95_high"":0.5805469309751734,""bootstrap_95_low"":0.3459823835625,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":0.4535155179652778},""retrieval_attempts_difference"":{""bootstrap_95_high"":0.875,""bootstrap_95_low"":0.7291666666666666,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":0.7916666666666666},""retrieval_s_difference"":{""bootstrap_95_high"":0.12987604971840278,""bootstrap_95_low"":0.0622498397375,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":0.09572062605555555},""selection_s_difference"":{""bootstrap_95_high"":0.14506241586111113,""bootstrap_95_low"":0.046962010416666665,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":0.09555007169444445},""supplied_coverage_difference"":{""bootstrap_95_high"":0.8333333333333334,""bootstrap_95_low"":0.5833333333333334,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":28,""mean"":0.6964285714285714},""task_success_difference"":{""bootstrap_95_high"":0.3819444444444444,""bootstrap_95_low"":0.17361111111111108,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":0.2777777777777778},""unnecessary_retrievals_difference"":{""bootstrap_95_high"":0.10416666666666667,""bootstrap_95_low"":0.0,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":0.041666666666666664},""unsupported_claim_difference"":{""bootstrap_95_high"":0.1875,""bootstrap_95_low"":0.041666666666666664,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":0.11805555555555555},""unsupported_personal_claim_difference"":{""bootstrap_95_high"":0.16666666666666666,""bootstrap_95_low"":0.041666666666666664,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":0.1111111111111111},""validation_s_difference"":{""bootstrap_95_high"":0.0036958375423611104,""bootstrap_95_low"":0.0022921356006944445,""bootstrap_nonempty_resamples"":10000,""distinct_requests"":48,""mean"":0.0030252699652777775}}"
