arm,deadline_seconds,correct_delivered_percent_of_144,validated_delivered_percent_of_144
small,2.422576846,27.083333333333332,70.83333333333333
small,2.424959319,27.083333333333332,71.52777777777777
small,2.47726926,27.083333333333332,72.22222222222223
small,2.529076756,27.083333333333332,72.91666666666667
small,2.554599836,27.083333333333332,73.61111111111111
small,2.563146393,27.083333333333332,74.30555555555556
small,2.566360749,27.083333333333332,75.0
small,2.574170204,27.083333333333332,75.69444444444444
small,2.61548358,27.083333333333332,75.69444444444444
small,2.623601963,27.083333333333332,76.38888888888889
small,2.65081721,27.083333333333332,76.38888888888889
small,2.652581715,27.083333333333332,76.38888888888889
small,2.681493455,27.083333333333332,77.08333333333333
small,2.683140303,27.083333333333332,77.77777777777777
small,2.730838794,27.083333333333332,77.77777777777777
small,2.766687677,27.77777777777778,78.47222222222223
small,2.771038997,27.77777777777778,78.47222222222223
small,2.775430443,27.77777777777778,79.16666666666667
small,2.792593072,27.77777777777778,79.16666666666667
small,2.796808154,27.77777777777778,79.86111111111111
small,2.797452393,27.77777777777778,79.86111111111111
small,2.849233798,28.47222222222222,80.55555555555556
small,2.893583764,28.47222222222222,81.25
small,2.910333456,29.166666666666668,81.94444444444444
small,2.925901811,29.166666666666668,82.63888888888889
small,2.943032642,29.166666666666668,82.63888888888889
small,2.953023881,29.166666666666668,83.33333333333333
small,2.954283381,29.166666666666668,84.02777777777777
small,2.9568127,29.166666666666668,84.72222222222223
small,2.957492303,29.166666666666668,84.72222222222223
small,3.034148079,29.166666666666668,84.72222222222223
small,3.050863636,29.166666666666668,85.41666666666667
small,3.070841461,29.166666666666668,86.11111111111111
small,3.105461628,29.166666666666668,86.80555555555556
small,3.129580521,29.166666666666668,87.5
small,3.163803055,29.166666666666668,88.19444444444444
small,3.178139265,29.166666666666668,88.19444444444444
small,3.185572256,29.166666666666668,88.19444444444444
small,3.216418343,29.166666666666668,88.19444444444444
small,3.216579485,29.166666666666668,88.19444444444444
small,3.263073398,29.166666666666668,88.19444444444444
small,3.267437894,29.166666666666668,88.88888888888889
small,3.270993466,29.166666666666668,88.88888888888889
small,3.312761622,29.166666666666668,89.58333333333333
small,3.465058084,29.166666666666668,89.58333333333333
small,3.486915668,29.166666666666668,89.58333333333333
small,3.515062358,29.166666666666668,89.58333333333333
small,3.55378897,29.166666666666668,89.58333333333333
small,3.574113525,29.166666666666668,89.58333333333333
small,3.578250429,29.166666666666668,89.58333333333333
small,3.596872855,29.166666666666668,89.58333333333333
small,3.606836074,29.166666666666668,89.58333333333333
small,3.612738265,29.166666666666668,89.58333333333333
small,3.690290607,29.166666666666668,89.58333333333333
small,3.70577046,29.166666666666668,89.58333333333333
small,3.768282345,29.166666666666668,89.58333333333333
small,3.797135995,29.166666666666668,89.58333333333333
small,3.805825525,29.166666666666668,89.58333333333333
small,3.898736084,29.166666666666668,89.58333333333333
small,3.917133636,29.166666666666668,89.58333333333333
small,3.925058882,29.166666666666668,89.58333333333333
small,3.927866752,29.166666666666668,89.58333333333333
small,3.960383051,29.166666666666668,89.58333333333333
small,4.01018165,29.166666666666668,89.58333333333333
small,4.018925412,29.166666666666668,89.58333333333333
small,4.03608633,29.166666666666668,89.58333333333333
small,4.058452551,29.166666666666668,89.58333333333333
small,4.084071238,29.166666666666668,89.58333333333333
small,4.108632126,29.166666666666668,89.58333333333333
small,4.130592145,29.166666666666668,89.58333333333333
small,4.133592653,29.166666666666668,89.58333333333333
small,4.152607767,29.166666666666668,89.58333333333333
small,4.229814335,29.166666666666668,89.58333333333333
small,4.260424606,29.166666666666668,89.58333333333333
small,4.373561272,29.166666666666668,89.58333333333333
small,4.407463618,29.166666666666668,89.58333333333333
small,4.418066878,29.166666666666668,89.58333333333333
small,4.498593526,29.166666666666668,89.58333333333333
small,4.523136977,29.166666666666668,89.58333333333333
small,4.606891685,29.166666666666668,89.58333333333333
small,4.947959949,29.166666666666668,89.58333333333333
small,5.000336127,29.166666666666668,89.58333333333333
small,5.103110643,29.166666666666668,89.58333333333333
small,5.120430402,29.166666666666668,89.58333333333333
small,5.176341817,29.166666666666668,89.58333333333333
small,5.239173362,29.166666666666668,90.27777777777777
small,5.256151901,29.166666666666668,90.27777777777777
small,5.262451792,29.166666666666668,90.27777777777777
small,5.277010545,29.166666666666668,90.27777777777777
small,5.279782389,29.166666666666668,90.97222222222223
small,5.285505422,29.166666666666668,90.97222222222223
small,5.302585478,29.166666666666668,90.97222222222223
small,5.319513504,29.166666666666668,90.97222222222223
small,5.347100115,29.166666666666668,90.97222222222223
small,5.394067256,29.166666666666668,91.66666666666667
small,5.416623204,29.166666666666668,91.66666666666667
small,5.430741387,29.166666666666668,91.66666666666667
small,5.451093832,29.166666666666668,91.66666666666667
small,5.486579186,29.166666666666668,91.66666666666667
small,5.491261096,29.166666666666668,91.66666666666667
small,5.491596533,29.166666666666668,91.66666666666667
small,5.614548798,29.166666666666668,91.66666666666667
small,5.629638369,29.166666666666668,91.66666666666667
small,5.642609327,29.166666666666668,91.66666666666667
small,5.779409179,29.166666666666668,91.66666666666667
small,5.780554449,29.166666666666668,91.66666666666667
small,5.808507335,29.166666666666668,91.66666666666667
small,5.814796714,29.166666666666668,91.66666666666667
small,5.84453502,29.166666666666668,91.66666666666667
small,5.886357231,29.166666666666668,91.66666666666667
small,5.910083257,29.166666666666668,91.66666666666667
small,5.951002793,29.166666666666668,91.66666666666667
small,5.964832044,29.166666666666668,91.66666666666667
small,5.979433854,29.166666666666668,91.66666666666667
small,6.060140115,29.166666666666668,91.66666666666667
small,6.08548085,29.166666666666668,91.66666666666667
small,6.099978558,29.166666666666668,91.66666666666667
small,6.114410241,29.166666666666668,91.66666666666667
small,6.144870804,29.166666666666668,91.66666666666667
small,6.194985258,29.166666666666668,91.66666666666667
small,6.237935943,29.166666666666668,91.66666666666667
small,6.246413983,29.166666666666668,91.66666666666667
small,6.270514609,29.166666666666668,91.66666666666667
small,6.377022901,29.166666666666668,91.66666666666667
small,6.382777635,29.166666666666668,91.66666666666667
small,6.413102346,29.166666666666668,91.66666666666667
small,6.449259234,29.166666666666668,91.66666666666667
small,6.485947463,29.166666666666668,91.66666666666667
small,6.48883252,29.166666666666668,91.66666666666667
small,6.516744092,29.166666666666668,91.66666666666667
small,6.519632129,29.166666666666668,91.66666666666667
small,6.69294399,29.166666666666668,91.66666666666667
small,6.696691933,29.166666666666668,91.66666666666667
small,6.706152118,29.166666666666668,91.66666666666667
small,6.778615899,29.166666666666668,91.66666666666667
small,6.82602451,29.166666666666668,91.66666666666667
small,6.841659675,29.166666666666668,91.66666666666667
small,6.843205479,29.166666666666668,91.66666666666667
small,6.921902498,29.166666666666668,91.66666666666667
small,6.957412085,29.166666666666668,91.66666666666667
small,6.978357885,29.166666666666668,91.66666666666667
small,6.990474058,29.166666666666668,91.66666666666667
small,7.015069944,29.166666666666668,91.66666666666667
small,7.019441678,29.166666666666668,91.66666666666667
small,7.023715637,29.166666666666668,91.66666666666667
small,7.034745486,29.166666666666668,91.66666666666667
small,7.059284584,29.166666666666668,91.66666666666667
small,7.086878922,29.166666666666668,91.66666666666667
small,7.116804733,29.166666666666668,91.66666666666667
small,7.141649126,29.166666666666668,91.66666666666667
small,7.187895435,29.166666666666668,91.66666666666667
small,7.190088792,29.166666666666668,91.66666666666667
small,7.239424419,29.166666666666668,91.66666666666667
small,7.246915075,29.166666666666668,91.66666666666667
small,7.249229605,29.166666666666668,91.66666666666667
small,7.262000376,29.166666666666668,91.66666666666667
small,7.349511443,29.166666666666668,91.66666666666667
small,7.370763923,29.166666666666668,91.66666666666667
small,7.455182376,29.166666666666668,91.66666666666667
