attempt_directory,sequence_id,pattern,arm,repetition,id,index,status,wall_seconds,workload_label,actual_generator,selected_model_size,model_size_decision_source,memory_decision_source,residency_before,residency_after,residency_condition,previous_actual_generator,following_turn_of_transition,following_small_return,return_to_small,output_tokens,prompt_tokens,model_digest,loaded_bytes,gpu_allocated_bytes,gpu_allocation_fraction,context_length,routing_inclusive_seconds,deterministic_routing_inclusive_seconds,memory_classifier_inclusive_seconds,compute_classifier_inclusive_seconds,model_transition_inclusive_seconds,unload_request_inclusive_seconds,eviction_verification_inclusive_seconds,memory_classifier_calls,compute_classifier_calls,generation_calls,unaccounted_seconds,other_instrumented_seconds,deterministic_routing_and_bookkeeping_seconds,answer_generation_seconds,eviction_seconds,residency_audit_seconds,validation_seconds,memory_classifier_seconds,retrieval_seconds
ro_eeee_1_r1_adaptive,ro_eeee_1,EEEE,adaptive,1,ro_eeee_1_t1,1,ok,11.732018023,E,qwen3:0.6b,small,lightweight_small,resident_model,[],"[""qwen3:0.6b""]",cold_start,,,False,False,37,342,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,10.393335798,0.016003475,10.359175058,0.0,0.045953055,0.015274762,0.008402607,1,0,1,0.004618621,0.022617711,0.03416074,1.298428759,0.023677369,0.014992041,0.004865857,10.328656925,
ro_eeee_1_r1_adaptive,ro_eeee_1,EEEE,adaptive,1,ro_eeee_1_t2,2,ok,1.713651731,E,qwen3:0.6b,small,lightweight_small,resident_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,cold_start,False,False,32,385,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.58966719,0.00941443,0.562161926,0.0,0.010892626,0.0,0.0,1,0,1,0.006379958,0.021344543,0.027505264,1.079968781,,0.017788718,0.005044548,0.555619919,
ro_eeee_1_r1_adaptive,ro_eeee_1,EEEE,adaptive,1,ro_eeee_1_t3,3,ok,1.669972761,E,qwen3:0.6b,small,lightweight_small,resident_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,33,429,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.537005671,0.00879215,0.508830477,0.0,0.01344626,0.0,0.0,1,0,1,0.004063414,0.022203691,0.028175194,1.092010316,,0.018705563,0.005598987,0.499215596,
ro_eeee_1_r1_adaptive,ro_eeee_1,EEEE,adaptive,1,ro_eeee_1_t4,4,ok,1.778011064,E,qwen3:0.6b,small,lightweight_small,resident_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,33,474,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.565829274,0.011113398,0.531070631,0.0,0.013166897,0.0,0.0,1,0,1,0.004456349,0.032960379,0.034758643,1.160530502,,0.016523839,0.006377718,0.522403634,
ro_eeee_1_r1_large,ro_eeee_1,EEEE,large,1,ro_eeee_1_t1,1,ok,51.157983641,E,qwen3:1.7b,large,fixed_generator,fixed_model,[],"[""qwen3:1.7b""]",cold_start,,,False,False,28,314,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658815773,814261207,0.4908689803011657,2048,34.40377178,0.011905042,34.376479899,0.0,0.01405166,0.0,0.0,1,0,1,0.005920095,0.032387407,0.027291881,16.702441751,,0.015503011,0.006241347,34.368198149,
ro_eeee_1_r1_large,ro_eeee_1,EEEE,large,1,ro_eeee_1_t2,2,ok,17.624988892,E,qwen3:1.7b,large,fixed_generator,fixed_model,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,23,349,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658815773,814261207,0.4908689803011657,2048,8.700371825,0.006804329,8.671726492,0.0,0.010248558,0.0,0.0,1,0,1,0.005210362,0.027185451,0.028645333,8.880592133,,0.014441438,0.004674292,8.664239883,
ro_eeee_1_r1_large,ro_eeee_1,EEEE,large,1,ro_eeee_1_t3,3,ok,20.737473078,E,qwen3:1.7b,large,fixed_generator,fixed_model,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,25,383,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658815773,814261207,0.4908689803011657,2048,6.094741892,0.005256731,6.069193928,0.0,0.01478087,0.0,0.0,1,0,1,0.005740803,0.024890106,0.025547964,14.596750852,,0.019300795,0.006332105,6.058910453,
ro_eeee_1_r1_large,ro_eeee_1,EEEE,large,1,ro_eeee_1_t4,4,ok,24.264969691,E,qwen3:1.7b,large,fixed_generator,fixed_model,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,22,420,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658815773,814261207,0.4908689803011657,2048,11.162410962,0.006396905,11.138823586,0.0,0.011273412,0.0,0.0,1,0,1,0.005439712,0.02441981,0.023587376,13.052466451,,0.017955511,0.010214651,11.13088618,
ro_eeee_1_r1_replay,ro_eeee_1,EEEE,replay,1,ro_eeee_1_t1,1,ok,10.297521694,E,qwen3:0.6b,small,lightweight_small,resident_model,[],"[""qwen3:0.6b""]",cold_start,,,False,False,37,342,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.013831876,0.0,0.0,0.0,0.04235036,0.015845345,0.009621928,0,0,1,0.004518913,0.022477471,0.013831876,10.218253527,0.025467273,0.007198823,0.005773811,,
ro_eeee_1_r1_replay,ro_eeee_1,EEEE,replay,1,ro_eeee_1_t2,2,ok,1.070837413,E,qwen3:0.6b,small,lightweight_small,resident_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,cold_start,False,False,32,385,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.014328429,0.0,0.0,0.0,0.004963431,0.0,0.0,0,0,1,0.006252345,0.019964894,0.014328429,1.015738479,,0.008613436,0.00593983,,
ro_eeee_1_r1_replay,ro_eeee_1,EEEE,replay,1,ro_eeee_1_t3,3,ok,1.134589992,E,qwen3:0.6b,small,lightweight_small,resident_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,33,429,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.015611648,0.0,0.0,0.0,0.006659295,0.0,0.0,0,0,1,0.004668675,0.03219422,0.015611648,1.062782147,,0.008321944,0.011011358,,
ro_eeee_1_r1_replay,ro_eeee_1,EEEE,replay,1,ro_eeee_1_t4,4,ok,1.088837546,E,qwen3:0.6b,small,lightweight_small,resident_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,33,474,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.014940471,0.0,0.0,0.0,0.005366157,0.0,0.0,0,0,1,0.004003129,0.022638244,0.014940471,1.035358092,,0.006843138,0.005054472,,
ro_eeee_1_r1_small,ro_eeee_1,EEEE,small,1,ro_eeee_1_t1,1,ok,12.198719156,E,qwen3:0.6b,small,fixed_generator,fixed_model,[],"[""qwen3:0.6b""]",cold_start,,,False,False,37,342,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,10.852261351,0.009237425,10.828445588,0.0,0.013174454,0.0,0.0,1,0,1,0.004947149,0.025521542,0.023815763,1.302728195,,0.013866781,0.007369954,10.820469772,
ro_eeee_1_r1_small,ro_eeee_1,EEEE,small,1,ro_eeee_1_t2,2,ok,1.969340306,E,qwen3:0.6b,small,fixed_generator,fixed_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,cold_start,False,False,32,385,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.812882274,0.004796172,0.789346956,0.0,0.011220519,0.0,0.0,1,0,1,0.004684395,0.022539693,0.023535318,1.112683201,,0.015456333,0.007906312,0.782535054,
ro_eeee_1_r1_small,ro_eeee_1,EEEE,small,1,ro_eeee_1_t3,3,ok,1.699976876,E,qwen3:0.6b,small,fixed_generator,fixed_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,33,429,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.581584262,0.004048709,0.563398367,0.0,0.012294257,0.0,0.0,1,0,1,0.004972077,0.024361567,0.018185895,1.076856042,,0.01771117,0.004797452,0.553092673,
ro_eeee_1_r1_small,ro_eeee_1,EEEE,small,1,ro_eeee_1_t4,4,ok,1.729002079,E,qwen3:0.6b,small,fixed_generator,fixed_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,33,474,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.576391788,0.004884045,0.55282914,0.0,0.011865966,0.0,0.0,1,0,1,0.004272967,0.024488386,0.023562648,1.109816392,,0.01690214,0.006766079,0.543193467,
ro_eeee_2_r1_adaptive,ro_eeee_2,EEEE,adaptive,1,ro_eeee_2_t1,1,ok,11.810839674,E,qwen3:0.6b,small,lightweight_small,policy_general,[],"[""qwen3:0.6b""]",cold_start,,,False,False,38,345,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.038808557,0.020715613,0.0,0.0,0.037011375,0.014884538,0.007490878,0,0,1,0.004994485,0.025365133,0.038808557,11.707352041,0.022375416,0.007896262,0.00404778,,
ro_eeee_2_r1_adaptive,ro_eeee_2,EEEE,adaptive,1,ro_eeee_2_t2,2,ok,2.044689981,E,qwen3:0.6b,small,lightweight_small,resident_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,cold_start,False,False,35,386,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.817154529,0.008834422,0.788233462,0.0,0.01029371,0.0,0.0,1,0,1,0.006216074,0.026940968,0.028921067,1.181340332,,0.014008398,0.006095432,0.78116771,
ro_eeee_2_r1_adaptive,ro_eeee_2,EEEE,adaptive,1,ro_eeee_2_t3,3,ok,1.615345702,E,qwen3:0.6b,small,lightweight_small,resident_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,31,431,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.555788827,0.010915353,0.519685078,0.0,0.010114795,0.0,0.0,1,0,1,0.004135495,0.026822791,0.036103749,1.012116517,,0.017900496,0.007598113,0.510668541,
ro_eeee_2_r1_adaptive,ro_eeee_2,EEEE,adaptive,1,ro_eeee_2_t4,4,ok,1.69720779,E,qwen3:0.6b,small,lightweight_small,resident_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,32,474,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.569961811,0.011958219,0.533154818,0.0,0.01304915,0.0,0.0,1,0,1,0.005899045,0.02620851,0.036806993,1.080348509,,0.01944529,0.00519084,0.523308603,
ro_eeee_2_r1_large,ro_eeee_2,EEEE,large,1,ro_eeee_2_t1,1,ok,53.931061108,E,qwen3:1.7b,large,fixed_generator,policy_general,[],"[""qwen3:1.7b""]",cold_start,,,False,False,98,317,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826258,1098876190,0.662442003615788,2048,0.023040706,0.011226445,0.0,0.0,0.003943485,0.0,0.0,0,0,1,0.005629306,0.027595439,0.023040706,53.86049466,,0.008316485,0.005984512,,
ro_eeee_2_r1_large,ro_eeee_2,EEEE,large,1,ro_eeee_2_t2,2,ok,13.4548337,E,qwen3:1.7b,large,fixed_generator,fixed_model,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,27,423,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826258,1098876190,0.662442003615788,2048,2.705391924,0.004326725,2.683980477,0.0,0.010077505,0.0,0.0,1,0,1,0.005637979,0.027542554,0.021411447,10.702508157,,0.015424727,0.005852255,2.676456581,
ro_eeee_2_r1_large,ro_eeee_2,EEEE,large,1,ro_eeee_2_t3,3,ok,14.486948023,E,qwen3:1.7b,large,fixed_generator,fixed_model,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,27,461,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826258,1098876190,0.662442003615788,2048,9.519171622,0.009064883,9.494284404,0.0,0.010365127,0.0,0.0,1,0,1,0.0046171,0.021307545,0.024887218,4.929773287,,0.017691071,0.004872496,9.483799306,
ro_eeee_2_r1_large,ro_eeee_2,EEEE,large,1,ro_eeee_2_t4,4,ok,8.223034278,E,qwen3:1.7b,large,fixed_generator,fixed_model,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,23,499,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826258,1098876190,0.662442003615788,2048,3.299488213,0.006455401,3.275424653,0.0,0.011947715,0.0,0.0,1,0,1,0.005010994,0.031953322,0.02406356,4.871630144,,0.017211033,0.005064531,3.268100694,
ro_eeee_2_r1_replay,ro_eeee_2,EEEE,replay,1,ro_eeee_2_t1,1,ok,10.361008295,E,qwen3:0.6b,small,lightweight_small,policy_general,[],"[""qwen3:0.6b""]",cold_start,,,False,False,38,345,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.018126845,0.0,0.0,0.0,0.045979012,0.019721625,0.008183311,0,0,1,0.004407374,0.024874611,0.018126845,10.275220681,0.027904936,0.005408831,0.005065017,,
ro_eeee_2_r1_replay,ro_eeee_2,EEEE,replay,1,ro_eeee_2_t2,2,ok,1.148183508,E,qwen3:0.6b,small,lightweight_small,resident_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,cold_start,False,False,35,386,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.017646294,0.0,0.0,0.0,0.007542309,0.0,0.0,0,0,1,0.004958232,0.021311541,0.017646294,1.092918793,,0.006828824,0.004519824,,
ro_eeee_2_r1_replay,ro_eeee_2,EEEE,replay,1,ro_eeee_2_t3,3,ok,1.02721531,E,qwen3:0.6b,small,lightweight_small,resident_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,31,431,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.019673146,0.0,0.0,0.0,0.007439619,0.0,0.0,0,0,1,0.004207305,0.022854674,0.019673146,0.967931485,,0.006795191,0.005753509,,
ro_eeee_2_r1_replay,ro_eeee_2,EEEE,replay,1,ro_eeee_2_t4,4,ok,1.098965382,E,qwen3:0.6b,small,lightweight_small,resident_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,32,474,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.01840298,0.0,0.0,0.0,0.005523521,0.0,0.0,0,0,1,0.007849034,0.02491455,0.01840298,1.033914478,,0.007269216,0.006615124,,
ro_eeee_2_r1_small,ro_eeee_2,EEEE,small,1,ro_eeee_2_t1,1,ok,10.278214113,E,qwen3:0.6b,small,fixed_generator,policy_general,[],"[""qwen3:0.6b""]",cold_start,,,False,False,38,345,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.018507221,0.008610913,0.0,0.0,0.006122427,0.0,0.0,0,0,1,0.004209248,0.023790246,0.018507221,10.219440748,,0.00671751,0.00554914,,
ro_eeee_2_r1_small,ro_eeee_2,EEEE,small,1,ro_eeee_2_t2,2,ok,1.953580164,E,qwen3:0.6b,small,fixed_generator,fixed_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,cold_start,False,False,35,386,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.742880891,0.006297568,0.719615996,0.0,0.013505132,0.0,0.0,1,0,1,0.007130476,0.024009451,0.023264895,1.166297002,,0.017115651,0.004901194,0.710861495,
ro_eeee_2_r1_small,ro_eeee_2,EEEE,small,1,ro_eeee_2_t3,3,ok,1.593460963,E,qwen3:0.6b,small,fixed_generator,fixed_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,31,431,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.576659193,0.007280334,0.550607471,0.0,0.010636993,0.0,0.0,1,0,1,0.003834905,0.022385972,0.026051722,0.976133187,,0.017406343,0.004832169,0.542816665,
ro_eeee_2_r1_small,ro_eeee_2,EEEE,small,1,ro_eeee_2_t4,4,ok,1.611933821,E,qwen3:0.6b,small,fixed_generator,fixed_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,32,474,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.553270851,0.006311327,0.531771101,0.0,0.011127432,0.0,0.0,1,0,1,0.005792216,0.025404161,0.02149975,1.011618609,,0.015838256,0.008524673,0.523256156,
ro_eeee_3_r1_adaptive,ro_eeee_3,EEEE,adaptive,1,ro_eeee_3_t1,1,ok,12.311030639,E,qwen3:0.6b,small,lightweight_small,policy_personal,[],"[""qwen3:0.6b""]",cold_start,,,False,False,55,501,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.031297596,0.017312718,0.0,0.0,0.041909128,0.016529951,0.007490864,0,0,1,0.005241766,0.045221289,0.031297596,12.115161225,0.024020815,0.007695413,0.013727626,,0.068664909
ro_eeee_3_r1_adaptive,ro_eeee_3,EEEE,adaptive,1,ro_eeee_3_t2,2,ok,1.903934679,E,qwen3:0.6b,small,lightweight_small,resident_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,cold_start,False,False,28,342,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.812165224,0.011659265,0.779754452,0.0,0.013420196,0.0,0.0,1,0,1,0.004184624,0.028146657,0.032410772,1.046065243,,0.016108537,0.00518314,0.771835706,
ro_eeee_3_r1_adaptive,ro_eeee_3,EEEE,adaptive,1,ro_eeee_3_t3,3,ok,1.348709926,E,qwen3:0.6b,small,lightweight_small,resident_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,19,377,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.572867604,0.009987329,0.54495132,0.0,0.013225472,0.0,0.0,1,0,1,0.004823613,0.02389,0.027916284,0.733071957,,0.01537169,0.006407484,0.537228898,
ro_eeee_3_r1_adaptive,ro_eeee_3,EEEE,adaptive,1,ro_eeee_3_t4,4,ok,1.343090849,E,qwen3:0.6b,small,lightweight_small,resident_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,18,407,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.573030075,0.008885484,0.542093604,0.0,0.009878911,0.0,0.0,1,0,1,0.00501344,0.023694988,0.030936471,0.726141396,,0.016703683,0.006462877,0.534137994,
ro_eeee_3_r1_large,ro_eeee_3,EEEE,large,1,ro_eeee_3_t1,1,ok,36.934798038,E,qwen3:1.7b,large,fixed_generator,policy_personal,[],"[""qwen3:1.7b""]",cold_start,,,False,False,36,501,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1019415101,0.6145400071099308,2048,0.029349851,0.014538987,0.0,0.0,0.00578641,0.0,0.0,0,0,1,0.004702712,0.052567017,0.029349851,36.756241949,,0.008818276,0.011030893,,0.07208734
ro_eeee_3_r1_large,ro_eeee_3,EEEE,large,1,ro_eeee_3_t2,2,ok,18.239373832,E,qwen3:1.7b,large,fixed_generator,fixed_model,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,27,314,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1019415101,0.6145400071099308,2048,4.61436215,0.006279093,4.593464768,0.0,0.010232159,0.0,0.0,1,0,1,0.00427,0.024338854,0.020897382,13.582744204,,0.016090829,0.005312804,4.585719759,
ro_eeee_3_r1_large,ro_eeee_3,EEEE,large,1,ro_eeee_3_t3,3,ok,12.23123556,E,qwen3:1.7b,large,fixed_generator,fixed_model,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,23,348,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1019415101,0.6145400071099308,2048,5.912224834,0.007781778,5.889410263,0.0,0.011614073,0.0,0.0,1,0,1,0.005377157,0.023154354,0.022814571,6.276156354,,0.015811785,0.007028228,5.880893111,
ro_eeee_3_r1_large,ro_eeee_3,EEEE,large,1,ro_eeee_3_t4,4,ok,19.961132266,E,qwen3:1.7b,large,fixed_generator,fixed_model,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,23,383,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1019415101,0.6145400071099308,2048,8.968469732,0.006251445,8.942349657,0.0,0.011468793,0.0,0.0,1,0,1,0.005872687,0.022944112,0.026120075,10.952504368,,0.016526456,0.004908893,8.932255675,
ro_eeee_3_r1_replay,ro_eeee_3,EEEE,replay,1,ro_eeee_3_t1,1,ok,11.380463274,E,qwen3:0.6b,small,lightweight_small,policy_personal,[],"[""qwen3:0.6b""]",cold_start,,,False,False,55,501,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.017012012,0.0,0.0,0.0,0.038090697,0.015375917,0.007415857,0,0,1,0.0044286,0.043720057,0.017012012,11.204984733,0.022791774,0.007684855,0.013078785,,0.066762458
ro_eeee_3_r1_replay,ro_eeee_3,EEEE,replay,1,ro_eeee_3_t2,2,ok,1.059311378,E,qwen3:0.6b,small,lightweight_small,resident_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,cold_start,False,False,28,342,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.01200254,0.0,0.0,0.0,0.00553934,0.0,0.0,0,0,1,0.004440471,0.023631119,0.01200254,1.005898939,,0.007016297,0.006322012,,
ro_eeee_3_r1_replay,ro_eeee_3,EEEE,replay,1,ro_eeee_3_t3,3,ok,0.685331434,E,qwen3:0.6b,small,lightweight_small,resident_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,19,377,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.015064552,0.0,0.0,0.0,0.007534611,0.0,0.0,0,0,1,0.005779697,0.024066457,0.015064552,0.6298202,,0.006220858,0.00437967,,
ro_eeee_3_r1_replay,ro_eeee_3,EEEE,replay,1,ro_eeee_3_t4,4,ok,0.663455199,E,qwen3:0.6b,small,lightweight_small,resident_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,18,407,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.013489608,0.0,0.0,0.0,0.005101092,0.0,0.0,0,0,1,0.005795249,0.027426395,0.013489608,0.601712932,,0.009688702,0.005342313,,
ro_eeee_3_r1_small,ro_eeee_3,EEEE,small,1,ro_eeee_3_t1,1,ok,11.089100497,E,qwen3:0.6b,small,fixed_generator,policy_personal,[],"[""qwen3:0.6b""]",cold_start,,,False,False,55,501,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.024124083,0.012342847,0.0,0.0,0.00490092,0.0,0.0,0,0,1,0.006306483,0.04605875,0.024124083,10.873393279,,0.007372901,0.013707416,,0.118137585
ro_eeee_3_r1_small,ro_eeee_3,EEEE,small,1,ro_eeee_3_t2,2,ok,1.886673517,E,qwen3:0.6b,small,fixed_generator,fixed_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,cold_start,False,False,28,342,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.793792288,0.005176829,0.774140412,0.0,0.012238206,0.0,0.0,1,0,1,0.004118411,0.024077844,0.019651876,1.050815827,,0.014669898,0.006852604,0.766487057,
ro_eeee_3_r1_small,ro_eeee_3,EEEE,small,1,ro_eeee_3_t3,3,ok,1.307540678,E,qwen3:0.6b,small,fixed_generator,fixed_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,19,377,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.569448842,0.006841852,0.545668571,0.0,0.011041032,0.0,0.0,1,0,1,0.004488945,0.021895724,0.023780271,0.696402346,,0.017688417,0.004490065,0.53879491,
ro_eeee_3_r1_small,ro_eeee_3,EEEE,small,1,ro_eeee_3_t4,4,ok,1.316149872,E,qwen3:0.6b,small,fixed_generator,fixed_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,18,407,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.561728164,0.004001833,0.544651183,0.0,0.009015459,0.0,0.0,1,0,1,0.008218198,0.024206743,0.017076981,0.711662979,,0.015497081,0.00463378,0.53485411,
