grouping,arm,residency_condition,observed_rows,request_wall_seconds_known_count,request_wall_seconds_mean,request_wall_seconds_sum,request_wall_seconds_min,request_wall_seconds_max,generation_output_tokens_all_calls_known_count,generation_output_tokens_all_calls_mean,generation_output_tokens_all_calls_sum,generation_output_tokens_all_calls_min,generation_output_tokens_all_calls_max,all_backend_load_duration_seconds_known_count,all_backend_load_duration_seconds_mean,all_backend_load_duration_seconds_sum,all_backend_load_duration_seconds_min,all_backend_load_duration_seconds_max,following_turn_of_condition,return_to_small,after_small_return
following_turn_of_condition,small,,18,18,1.9266979983888888,34.680563971000005,1.201328101,3.329436228,18,42.666666666666664,768,18,105,18,0.003892422722222222,0.070063609,0.001504106,0.005845146,resident_same_model,,
following_turn_of_condition,small,,9,9,11.291232739888889,101.62109465900001,10.176741946,12.368298365,9,46.77777777777778,421,35,65,9,9.099392526444444,81.89453273799998,8.459617423,9.802749579999999,,,
return_to_small,adaptive,,36,36,16.033992337833332,577.223724162,1.343090849,43.626951118,36,45.888888888888886,1652,18,100,36,5.6868373542777775,204.72614475399996,0.002397112,26.667209071,,False,
return_to_small,large,,36,36,24.384179665166666,877.830467946,3.975490692,53.931061108,36,46.666666666666664,1680,22,100,36,6.0624044535833335,218.24656032899998,0.001712942,27.246700131,,False,
return_to_small,replay,,32,32,15.2449578539375,487.838651326,0.663455199,63.305060091,32,45.84375,1467,18,107,32,5.16898952625,165.40766484000002,0.001566716,25.840000305,,False,
return_to_small,small,,36,36,4.307753457305556,155.07912446300003,1.169365254,12.368298365,36,44.72222222222222,1610,18,105,36,2.2778813179444444,82.00372744599994,0.001504106,9.802749579999999,,False,
after_small_return,adaptive,,36,36,16.033992337833332,577.223724162,1.343090849,43.626951118,36,45.888888888888886,1652,18,100,36,5.6868373542777775,204.72614475399996,0.002397112,26.667209071,,,False
after_small_return,large,,36,36,24.384179665166666,877.830467946,3.975490692,53.931061108,36,46.666666666666664,1680,22,100,36,6.0624044535833335,218.24656032899998,0.001712942,27.246700131,,,False
after_small_return,replay,,32,32,15.2449578539375,487.838651326,0.663455199,63.305060091,32,45.84375,1467,18,107,32,5.16898952625,165.40766484000002,0.001566716,25.840000305,,,False
after_small_return,small,,36,36,4.307753457305556,155.07912446300003,1.169365254,12.368298365,36,44.72222222222222,1610,18,105,36,2.2778813179444444,82.00372744599994,0.001504106,9.802749579999999,,,False
