attempt_directory,sequence_id,pattern,arm,repetition,id,index,status,wall_seconds,workload_label,actual_generator,selected_model_size,model_size_decision_source,memory_decision_source,residency_before,residency_after,residency_condition,previous_actual_generator,following_turn_of_transition,following_small_return,return_to_small,output_tokens,prompt_tokens,model_digest,loaded_bytes,gpu_allocated_bytes,gpu_allocation_fraction,context_length,routing_inclusive_seconds,deterministic_routing_inclusive_seconds,memory_classifier_inclusive_seconds,compute_classifier_inclusive_seconds,model_transition_inclusive_seconds,unload_request_inclusive_seconds,eviction_verification_inclusive_seconds,memory_classifier_calls,compute_classifier_calls,generation_calls,unaccounted_seconds,other_instrumented_seconds,deterministic_routing_and_bookkeeping_seconds,answer_generation_seconds,eviction_seconds,residency_audit_seconds,validation_seconds,quality_label,correct,memory_classifier_seconds,retrieval_seconds
ro_dddd_2_r3_adaptive,ro_dddd_2,DDDD,adaptive,3,ro_dddd_2_t3,3,ok,33.134152291,D,qwen3:1.7b,large,lightweight_large,resident_model,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,61,514,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658815773,976433971,0.5886331604106347,2048,5.711966492,0.010757775,5.680353098,0.0,0.011328301,0.0,0.0,1,0,1,0.005271727,0.026466943,0.031613394,27.377874672,,0.015932292,0.005529216,incorrect,False,5.671464047,
ro_dddd_2_r3_adaptive,ro_dddd_2,DDDD,adaptive,3,ro_dddd_2_t4,4,ok,14.857606147,D,qwen3:1.7b,large,lightweight_large,resident_model,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,45,513,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658815773,976433971,0.5886331604106347,2048,4.733100231,0.011029058,4.697346939,0.0,0.010644409,0.0,0.0,1,0,1,0.00893206,0.027937554,0.035753292,10.072192937,,0.017491982,0.007210048,incorrect,False,4.688088274,
ro_dddd_2_r3_large,ro_dddd_2,DDDD,large,3,ro_dddd_2_t1,1,ok,41.744417299,D,qwen3:1.7b,large,fixed_generator,fixed_model,[],"[""qwen3:1.7b""]",cold_start,,,False,False,35,344,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658815773,976433971,0.5886331604106347,2048,28.060907816,0.010587404,28.032277664,0.0,0.011461088,0.0,0.0,1,0,1,0.00510834,0.026757825,0.028630152,13.637256896,,0.017140419,0.006683377,incorrect,False,28.02284029,
ro_dddd_2_r3_large,ro_dddd_2,DDDD,large,3,ro_dddd_2_t2,2,ok,12.387342908,D,qwen3:1.7b,large,fixed_generator,fixed_model,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,30,413,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658815773,976433971,0.5886331604106347,2048,3.530907026,0.004484849,3.50755224,0.0,0.012286216,0.0,0.0,1,0,1,0.004689254,0.027125185,0.023354786,8.811316316,,0.017572618,0.004260394,incorrect,False,3.499024355,
ro_dddd_2_r3_large,ro_dddd_2,DDDD,large,3,ro_dddd_2_t3,3,ok,18.635094786,D,qwen3:1.7b,large,fixed_generator,fixed_model,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,61,514,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658815773,976433971,0.5886331604106347,2048,3.754384731,0.004309091,3.736424557,0.0,0.01140719,0.0,0.0,1,0,1,0.005682096,0.021723174,0.017960174,14.843011253,,0.014424431,0.004426139,incorrect,False,3.727867519,
ro_dddd_2_r3_large,ro_dddd_2,DDDD,large,3,ro_dddd_2_t4,4,ok,17.519353467,D,qwen3:1.7b,large,fixed_generator,fixed_model,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,45,513,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658815773,976433971,0.5886331604106347,2048,3.34877664,0.006414517,3.325538888,0.0,0.012906335,0.0,0.0,1,0,1,0.00516634,0.021948109,0.023237752,14.1297992,,0.018160399,0.004903096,incorrect,False,3.316138571,
ro_dddd_2_r3_replay,ro_dddd_2,DDDD,replay,3,ro_dddd_2_t1,1,ok,38.455418657,D,qwen3:1.7b,large,lightweight_large,resident_model,[],"[""qwen3:1.7b""]",cold_start,,,False,False,35,344,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,936703426,0.5646784411073155,2048,0.012677451,0.0,0.0,0.0,0.041667998,0.014640312,0.008089119,0,0,1,0.005750535,0.025356091,0.012677451,38.376413663,0.022729431,0.006460757,0.006030729,incorrect,False,,
ro_dddd_2_r3_replay,ro_dddd_2,DDDD,replay,3,ro_dddd_2_t2,2,ok,15.331945699,D,qwen3:1.7b,large,lightweight_large,resident_model,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,30,413,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,936703426,0.5646784411073155,2048,0.016807385,0.0,0.0,0.0,0.006118783,0.0,0.0,0,0,1,0.004357195,0.02788475,0.016807385,15.269186817,,0.006832611,0.006876941,incorrect,False,,
ro_dddd_2_r3_replay,ro_dddd_2,DDDD,replay,3,ro_dddd_2_t3,3,ok,22.338889901,D,qwen3:1.7b,large,lightweight_large,resident_model,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,60,514,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,936703426,0.5646784411073155,2048,0.013325447,0.0,0.0,0.0,0.005091821,0.0,0.0,0,0,1,0.004329324,0.026068487,0.013325447,22.283909326,,0.006870669,0.004386648,incorrect,False,,
ro_dddd_2_r3_replay,ro_dddd_2,DDDD,replay,3,ro_dddd_2_t4,4,ok,15.927684073,D,qwen3:1.7b,large,lightweight_large,resident_model,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,45,513,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,936703426,0.5646784411073155,2048,0.01640623,0.0,0.0,0.0,0.005276939,0.0,0.0,0,0,1,0.004697961,0.021153182,0.01640623,15.874042825,,0.006226981,0.005156894,incorrect,False,,
ro_dddd_2_r3_small,ro_dddd_2,DDDD,small,3,ro_dddd_2_t1,1,ok,12.699513693,D,qwen3:0.6b,small,fixed_generator,fixed_model,[],"[""qwen3:0.6b""]",cold_start,,,False,False,62,372,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,10.59463673,0.010515974,10.5679916,0.0,0.0151607,0.0,0.0,1,0,1,0.006475885,0.026498099,0.02664513,2.058829423,,0.013882373,0.006232924,complete,True,10.560949859,
ro_dddd_2_r3_small,ro_dddd_2,DDDD,small,3,ro_dddd_2_t2,2,ok,2.256755638,D,qwen3:0.6b,small,fixed_generator,fixed_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,cold_start,False,False,44,464,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.795981545,0.005989418,0.774269411,0.0,0.01269441,0.0,0.0,1,0,1,0.005026369,0.032337447,0.021712134,1.409209104,,0.012821188,0.007251298,incorrect,False,0.768398098,
ro_dddd_2_r3_small,ro_dddd_2,DDDD,small,3,ro_dddd_2_t3,3,ok,2.795617539,D,qwen3:0.6b,small,fixed_generator,fixed_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,69,557,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.58156473,0.006279961,0.558000733,0.0,0.012386812,0.0,0.0,1,0,1,0.00476984,0.025161376,0.023563997,2.171689247,,0.014651099,0.005149146,incorrect,False,0.550632834,
ro_dddd_2_r3_small,ro_dddd_2,DDDD,small,3,ro_dddd_2_t4,4,ok,1.437070977,D,qwen3:0.6b,small,fixed_generator,fixed_model,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,19,569,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.594658264,0.005409771,0.574053011,0.0,0.014351275,0.0,0.0,1,0,1,0.004807948,0.021970521,0.020605253,0.802121289,,0.018138834,0.005420746,incorrect,False,0.564006386,
ro_dddd_3_r1_adaptive,ro_dddd_3,DDDD,adaptive,1,ro_dddd_3_t1,1,ok,43.448979677,D,qwen3:1.7b,large,lightweight_large,policy_personal,[],"[""qwen3:1.7b""]",cold_start,,,False,False,62,416,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,0.033100554,0.017898181,0.0,0.0,0.038463112,0.013571071,0.007612819,0,0,1,0.006589243,0.040946657,0.033100554,43.211427344,0.02118389,0.007418062,0.026039202,incorrect,False,,0.102274725
ro_dddd_3_r1_adaptive,ro_dddd_3,DDDD,adaptive,1,ro_dddd_3_t2,2,ok,21.136071863,D,qwen3:1.7b,large,lightweight_large,policy_personal,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,75,408,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,0.029713944,0.016874444,0.0,0.0,0.003966557,0.0,0.0,0,0,1,0.005768231,0.03926079,0.029713944,20.94504819,,0.007904505,0.011405323,complete,True,,0.09697088
ro_dddd_3_r1_adaptive,ro_dddd_3,DDDD,adaptive,1,ro_dddd_3_t3,3,ok,20.924064676,D,qwen3:1.7b,large,lightweight_large,policy_personal,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,74,485,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,0.024913735,0.009299611,0.0,0.0,0.004007262,0.0,0.0,0,0,1,0.005347549,0.039308277,0.024913735,20.766842793,,0.006240562,0.014339791,complete,True,,0.067071969
ro_dddd_3_r1_adaptive,ro_dddd_3,DDDD,adaptive,1,ro_dddd_3_t4,4,error,25.122116575,D,qwen3:1.7b,large,lightweight_large,policy_personal,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,,,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,0.028981349,0.011135908,0.0,0.0,0.004264388,0.0,0.0,0,0,1,0.005925515,0.038294461,0.028981349,24.93713261,,0.009417499,0.012004919,technical_failure,False,,0.090360222
ro_dddd_3_r1_replay,ro_dddd_3,DDDD,replay,1,ro_dddd_3_t1,1,error,46.367347631,D,qwen3:1.7b,large,lightweight_large,policy_personal,[],"[""qwen3:1.7b""]",cold_start,,,False,False,,,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1019415101,0.6145400071099308,2048,0.013223636,0.0,0.0,0.0,0.039367412,0.015673549,0.007696595,0,0,1,0.005967658,0.033366984,0.013223636,46.204979022,0.023370144,0.00895816,,technical_failure,False,,0.077482027
ro_dddd_3_r1_replay,ro_dddd_3,DDDD,replay,1,ro_dddd_3_t2,2,ok,28.097737995,D,qwen3:1.7b,large,lightweight_large,policy_personal,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,75,408,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1019415101,0.6145400071099308,2048,0.013385846,0.0,0.0,0.0,0.033528106,0.012371551,0.007339179,0,0,1,0.006165231,0.034747109,0.013385846,27.914109832,0.01971073,0.008047099,0.024669724,complete,True,,0.076902424
ro_dddd_3_r1_replay,ro_dddd_3,DDDD,replay,1,ro_dddd_3_t3,3,ok,22.173522666,D,qwen3:1.7b,large,lightweight_large,policy_personal,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,107,485,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1019415101,0.6145400071099308,2048,0.014668212,0.0,0.0,0.0,0.004907698,0.0,0.0,0,0,1,0.004025181,0.042713757,0.014668212,22.016390452,,0.008441763,0.014246185,incorrect,False,,0.073037116
ro_dddd_3_r1_replay,ro_dddd_3,DDDD,replay,1,ro_dddd_3_t4,4,error,25.451774252,D,qwen3:1.7b,large,lightweight_large,policy_personal,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,,,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1019415101,0.6145400071099308,2048,0.015898768,0.0,0.0,0.0,0.007458476,0.0,0.0,0,0,1,0.004334085,0.032408397,0.015898768,25.312087501,,0.00789103,0.009929093,technical_failure,False,,0.069225378
ro_dddd_3_r2_adaptive,ro_dddd_3,DDDD,adaptive,2,ro_dddd_3_t1,1,ok,28.622106485,D,qwen3:1.7b,large,lightweight_large,policy_personal,[],"[""qwen3:1.7b""]",cold_start,,,False,False,62,416,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,0.04606079,0.026169062,0.0,0.0,0.0382279,0.016156491,0.006727146,0,0,1,0.007791319,0.045557663,0.04606079,28.37230315,0.022883637,0.010367689,0.019482107,incorrect,False,,0.09766013
ro_dddd_3_r2_adaptive,ro_dddd_3,DDDD,adaptive,2,ro_dddd_3_t2,2,ok,7.057674495,D,qwen3:1.7b,large,lightweight_large,policy_personal,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,75,408,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,0.031311141,0.014606468,0.0,0.0,0.00600036,0.0,0.0,0,0,1,0.00420089,0.037949448,0.031311141,6.880695715,,0.007124282,0.012195994,complete,True,,0.084197025
ro_dddd_3_r2_adaptive,ro_dddd_3,DDDD,adaptive,2,ro_dddd_3_t3,3,ok,5.964291148,D,qwen3:1.7b,large,lightweight_large,policy_personal,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,74,485,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,0.022956947,0.009272216,0.0,0.0,0.006758282,0.0,0.0,0,0,1,0.004670286,0.038629765,0.022956947,5.804009432,,0.007191549,0.012356384,complete,True,,0.074476785
ro_dddd_3_r2_adaptive,ro_dddd_3,DDDD,adaptive,2,ro_dddd_3_t4,4,error,6.923075981,D,qwen3:1.7b,large,lightweight_large,policy_personal,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,,,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,0.022353849,0.009720364,0.0,0.0,0.009171156,0.0,0.0,0,0,1,0.004344607,0.031066134,0.022353849,6.754798783,,0.008813156,0.012928824,technical_failure,False,,0.088770628
ro_dddd_3_r2_large,ro_dddd_3,DDDD,large,2,ro_dddd_3_t1,1,ok,30.087822701,D,qwen3:1.7b,large,fixed_generator,policy_personal,[],"[""qwen3:1.7b""]",cold_start,,,False,False,62,416,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,0.022031257,0.010708095,0.0,0.0,0.009565483,0.0,0.0,0,0,1,0.004797173,0.047160636,0.022031257,29.825486434,,0.00692242,0.022701523,incorrect,False,,0.158723258
ro_dddd_3_r2_large,ro_dddd_3,DDDD,large,2,ro_dddd_3_t2,2,ok,10.851058058,D,qwen3:1.7b,large,fixed_generator,policy_personal,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,75,408,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,0.02385015,0.008472185,0.0,0.0,0.005545079,0.0,0.0,0,0,1,0.01195378,0.054370483,0.02385015,10.638294542,,0.014921335,0.021594208,complete,True,,0.08607356
ro_dddd_3_r2_large,ro_dddd_3,DDDD,large,2,ro_dddd_3_t3,3,ok,9.070312537,D,qwen3:1.7b,large,fixed_generator,policy_personal,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,74,485,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,0.034864654,0.011516256,0.0,0.0,0.00472677,0.0,0.0,0,0,1,0.006353081,0.072493687,0.034864654,8.845128865,,0.009095828,0.020982724,complete,True,,0.081393698
ro_dddd_3_r2_large,ro_dddd_3,DDDD,large,2,ro_dddd_3_t4,4,error,10.325275942,D,qwen3:1.7b,large,fixed_generator,policy_personal,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,,,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,0.014315324,0.00482079,0.0,0.0,0.007581969,0.0,0.0,0,0,1,0.004906585,0.033351368,0.014315324,10.163844232,,0.006911026,0.009755345,technical_failure,False,,0.092192062
ro_dddd_3_r2_replay,ro_dddd_3,DDDD,replay,2,ro_dddd_3_t1,1,error,28.357208172,D,qwen3:1.7b,large,lightweight_large,policy_personal,[],"[""qwen3:1.7b""]",cold_start,,,False,False,,,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658815773,976433971,0.5886331604106347,2048,0.013528399,0.0,0.0,0.0,0.061513091,0.022790309,0.012363517,0,0,1,0.005252228,0.031919093,0.013528399,28.184198591,0.035153826,0.00776341,,technical_failure,False,,0.079392625
ro_dddd_3_r2_replay,ro_dddd_3,DDDD,replay,2,ro_dddd_3_t2,2,ok,6.186893143,D,qwen3:1.7b,large,lightweight_large,policy_personal,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,75,408,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658815773,976433971,0.5886331604106347,2048,0.015577704,0.0,0.0,0.0,0.036283503,0.012833231,0.007315935,0,0,1,0.004909686,0.038326374,0.015577704,5.98570517,0.020149166,0.007296702,0.018369153,complete,True,,0.096559188
ro_dddd_3_r2_replay,ro_dddd_3,DDDD,replay,2,ro_dddd_3_t3,3,ok,5.970295727,D,qwen3:1.7b,large,lightweight_large,policy_personal,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,74,485,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658815773,976433971,0.5886331604106347,2048,0.017852554,0.0,0.0,0.0,0.004740398,0.0,0.0,0,0,1,0.005256485,0.043320545,0.017852554,5.813771401,,0.007007281,0.012940307,complete,True,,0.070147154
ro_dddd_3_r2_replay,ro_dddd_3,DDDD,replay,2,ro_dddd_3_t4,4,error,9.383950248,D,qwen3:1.7b,large,lightweight_large,policy_personal,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,,,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658815773,976433971,0.5886331604106347,2048,0.014142568,0.0,0.0,0.0,0.005573555,0.0,0.0,0,0,1,0.004248409,0.034491294,0.014142568,9.222747963,,0.0073536,0.012815758,technical_failure,False,,0.088150656
ro_dddd_3_r2_small,ro_dddd_3,DDDD,small,2,ro_dddd_3_t1,1,ok,10.850992576,D,qwen3:0.6b,small,fixed_generator,policy_personal,[],"[""qwen3:0.6b""]",cold_start,,,False,False,65,416,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.021847743,0.012811219,0.0,0.0,0.007067222,0.0,0.0,0,0,1,0.005082239,0.045998467,0.021847743,10.664162102,,0.005860257,0.019237196,partial,False,,0.088804572
ro_dddd_3_r2_small,ro_dddd_3,DDDD,small,2,ro_dddd_3_t2,2,ok,1.928307312,D,qwen3:0.6b,small,fixed_generator,policy_personal,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,cold_start,False,False,75,408,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.021380298,0.011214188,0.0,0.0,0.007055317,0.0,0.0,0,0,1,0.004307164,0.032955941,0.021380298,1.754935998,,0.009987958,0.017494687,complete,True,,0.087245266
ro_dddd_3_r2_small,ro_dddd_3,DDDD,small,2,ro_dddd_3_t3,3,ok,2.621560372,D,qwen3:0.6b,small,fixed_generator,policy_personal,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,105,485,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.014112107,0.004500037,0.0,0.0,0.004917848,0.0,0.0,0,0,1,0.004015633,0.036727531,0.014112107,2.464197952,,0.00866902,0.019812292,incorrect,False,,0.074025837
ro_dddd_3_r2_small,ro_dddd_3,DDDD,small,2,ro_dddd_3_t4,4,ok,2.348917764,D,qwen3:0.6b,small,fixed_generator,policy_personal,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,91,457,7df6b6e09427a769808717c0a93cadc4ae99ed4eb8bf5ca557c90846becea435,693423308,693423308,1.0,2048,0.015381251,0.006170991,0.0,0.0,0.004226137,0.0,0.0,0,0,1,0.004293083,0.037351557,0.015381251,2.176752491,,0.011988493,0.025971058,partial,False,,0.077179831
ro_dddd_3_r3_adaptive,ro_dddd_3,DDDD,adaptive,3,ro_dddd_3_t1,1,ok,32.521828779,D,qwen3:1.7b,large,lightweight_large,policy_personal,[],"[""qwen3:1.7b""]",cold_start,,,False,False,62,416,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,0.029079482,0.014514153,0.0,0.0,0.044924425,0.015653203,0.010848041,0,0,1,0.004244164,0.038150034,0.029079482,32.254634703,0.026501244,0.00844211,0.016026767,incorrect,False,,0.144750275
ro_dddd_3_r3_adaptive,ro_dddd_3,DDDD,adaptive,3,ro_dddd_3_t2,2,ok,17.46412871,D,qwen3:1.7b,large,lightweight_large,policy_personal,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,75,408,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,0.028110562,0.012686753,0.0,0.0,0.008717154,0.0,0.0,0,0,1,0.005462802,0.038052277,0.028110562,17.207958392,,0.094211825,0.014410471,complete,True,,0.075922381
ro_dddd_3_r3_adaptive,ro_dddd_3,DDDD,adaptive,3,ro_dddd_3_t3,3,ok,17.763933876,D,qwen3:1.7b,large,lightweight_large,policy_personal,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,74,485,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,0.026847937,0.010757231,0.0,0.0,0.004873195,0.0,0.0,0,0,1,0.004361132,0.038782763,0.026847937,17.598320175,,0.008070862,0.010533732,complete,True,,0.077017275
ro_dddd_3_r3_adaptive,ro_dddd_3,DDDD,adaptive,3,ro_dddd_3_t4,4,error,16.751544312,D,qwen3:1.7b,large,lightweight_large,policy_personal,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,,,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1059145646,0.6384910054646055,2048,0.023929067,0.009762317,0.0,0.0,0.010226977,0.0,0.0,0,0,1,0.004675059,0.034358681,0.023929067,16.582959965,,0.009160207,0.011513034,technical_failure,False,,0.084948299
ro_dddd_3_r3_large,ro_dddd_3,DDDD,large,3,ro_dddd_3_t1,1,error,31.607429365,D,qwen3:1.7b,large,fixed_generator,policy_personal,[],"[""qwen3:1.7b""]",cold_start,,,False,False,,,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1019415101,0.6145400071099308,2048,0.016774922,0.007995924,0.0,0.0,0.005110566,0.0,0.0,0,0,1,0.004682416,0.036344883,0.016774922,31.462392179,,0.007122941,,technical_failure,False,,0.080112024
ro_dddd_3_r3_large,ro_dddd_3,DDDD,large,3,ro_dddd_3_t2,2,ok,7.606193181,D,qwen3:1.7b,large,fixed_generator,policy_personal,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,75,408,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1019415101,0.6145400071099308,2048,0.024764363,0.011064224,0.0,0.0,0.005598478,0.0,0.0,0,0,1,0.006832056,0.037482168,0.024764363,7.435504618,,0.007168718,0.016464798,complete,True,,0.07797646
ro_dddd_3_r3_large,ro_dddd_3,DDDD,large,3,ro_dddd_3_t3,3,ok,17.175030615,D,qwen3:1.7b,large,fixed_generator,policy_personal,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,107,485,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1019415101,0.6145400071099308,2048,0.015574072,0.005930931,0.0,0.0,0.005061964,0.0,0.0,0,0,1,0.004724557,0.034174763,0.015574072,17.031940061,,0.008076446,0.012503667,incorrect,False,,0.068037049
ro_dddd_3_r3_large,ro_dddd_3,DDDD,large,3,ro_dddd_3_t4,4,error,23.633241911,D,qwen3:1.7b,large,fixed_generator,policy_personal,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,,,8f68893c685c3ddff2aa3fffce2aa60a30bb2da65ca488b61fff134a4d1730e7,1658826259,1019415101,0.6145400071099308,2048,0.013807668,0.004376791,0.0,0.0,0.005607577,0.0,0.0,0,0,1,0.004497234,0.035403917,0.013807668,23.468878728,,0.007670299,0.011962993,technical_failure,False,,0.091021072
