sequence_id,pattern,repetition,id,index,comparator,adaptive_status,comparator_status,adaptive_actual_model,comparator_actual_model,identical_actual_model,adaptive_residency_condition,comparator_residency_condition,adaptive_minus_comparator_seconds,output_tokens_difference,gpu_allocation_fraction_difference,adaptive_correct,comparator_correct,quality_outcome,adaptive_minus_comparator_excluding_residency_audit_seconds
ro_dddd_3,DDDD,1,ro_dddd_3_t4,4,replay,error,error,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,-0.32965767700000015,,0.023950998354674624,False,False,neither_correct,-0.3311841460000001
ro_dddd_3,DDDD,2,ro_dddd_3_t1,1,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,cold_start,cold_start,17.771113909,-3,-0.36150899453539453,False,False,neither_correct,17.766606477
ro_dddd_3,DDDD,2,ro_dddd_3_t1,1,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,-1.4657162160000006,0,0.0,False,False,neither_correct,-1.4691614850000005
ro_dddd_3,DDDD,2,ro_dddd_3_t1,1,replay,ok,error,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,0.2648983129999998,,0.04985784505397073,False,False,neither_correct,0.2622940339999998
ro_dddd_3,DDDD,2,ro_dddd_3_t2,2,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,5.129367182999999,0,-0.36150899453539453,True,True,both_correct,5.132230858999999
ro_dddd_3,DDDD,2,ro_dddd_3_t2,2,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,-3.793383563,0,0.0,True,True,both_correct,-3.78558651
ro_dddd_3,DDDD,2,ro_dddd_3_t2,2,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,0.8707813519999998,0,0.04985784505397073,True,True,both_correct,0.8709537719999998
ro_dddd_3,DDDD,2,ro_dddd_3_t3,3,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,3.3427307760000002,-31,-0.36150899453539453,True,False,adaptive_only_correct,3.344208247
ro_dddd_3,DDDD,2,ro_dddd_3_t3,3,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,-3.1060213889999995,0,0.0,True,True,both_correct,-3.1041171099999993
ro_dddd_3,DDDD,2,ro_dddd_3_t3,3,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,-0.006004578999999843,0,0.04985784505397073,True,True,both_correct,-0.006188846999999844
ro_dddd_3,DDDD,2,ro_dddd_3_t4,4,small,error,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,4.574158217000001,,-0.36150899453539453,False,False,neither_correct,4.577333554000001
ro_dddd_3,DDDD,2,ro_dddd_3_t4,4,large,error,error,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,-3.402199960999999,,0.0,False,False,neither_correct,-3.404102090999999
ro_dddd_3,DDDD,2,ro_dddd_3_t4,4,replay,error,error,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,-2.4608742669999994,,0.04985784505397073,False,False,neither_correct,-2.4623338229999994
ro_dddd_3,DDDD,3,ro_dddd_3_t1,1,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,cold_start,cold_start,20.950134225000003,-3,-0.36150899453539453,False,False,neither_correct,20.949298133000003
ro_dddd_3,DDDD,3,ro_dddd_3_t1,1,large,ok,error,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,0.9143994140000018,,0.023950998354674624,False,False,neither_correct,0.9130802450000018
ro_dddd_3,DDDD,3,ro_dddd_3_t1,1,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,-1.1187036979999974,0,0.0,False,False,neither_correct,-1.1193297529999973
ro_dddd_3,DDDD,3,ro_dddd_3_t2,2,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,15.082343701000001,0,-0.36150899453539453,True,True,both_correct,14.998503159
ro_dddd_3,DDDD,3,ro_dddd_3_t2,2,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,9.857935529,0,0.023950998354674624,True,True,both_correct,9.770892422000001
ro_dddd_3,DDDD,3,ro_dddd_3_t2,2,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,8.305635614,0,0.0,True,True,both_correct,8.218397585
ro_dddd_3,DDDD,3,ro_dddd_3_t3,3,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,14.629793463999999,-31,-0.36150899453539453,True,False,adaptive_only_correct,14.628842679999998
ro_dddd_3,DDDD,3,ro_dddd_3_t3,3,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,0.5889032609999987,-33,0.023950998354674624,True,False,adaptive_only_correct,0.5889088449999986
ro_dddd_3,DDDD,3,ro_dddd_3_t3,3,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,7.731048326,0,0.0,True,True,both_correct,7.7296791769999995
ro_dddd_3,DDDD,3,ro_dddd_3_t4,4,small,error,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,13.929357546,,-0.36150899453539453,False,False,neither_correct,13.928082665
ro_dddd_3,DDDD,3,ro_dddd_3_t4,4,large,error,error,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,-6.881697598999999,,0.023950998354674624,False,False,neither_correct,-6.883187506999999
ro_dddd_3,DDDD,3,ro_dddd_3_t4,4,replay,error,error,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,8.523977469,,0.0,False,False,neither_correct,8.523132816
ro_ddee_1,DDEE,1,ro_ddee_1_t1,1,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,cold_start,cold_start,33.622404892,-4,-0.41136683958936526,True,True,both_correct,33.622554801999996
ro_ddee_1,DDEE,1,ro_ddee_1_t1,1,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,-16.861726906999998,0,0.0,True,True,both_correct,-16.860409598999997
ro_ddee_1,DDEE,1,ro_ddee_1_t1,1,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,14.995858221000002,0,0.023954719303319272,True,True,both_correct,14.995063029000002
ro_ddee_1,DDEE,1,ro_ddee_1_t2,2,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,20.993878244,-1,-0.41136683958936526,False,False,neither_correct,21.007164833
ro_ddee_1,DDEE,1,ro_ddee_1_t2,2,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,-12.362151566999998,0,0.0,False,False,neither_correct,-12.361552236999998
ro_ddee_1,DDEE,1,ro_ddee_1_t2,2,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,17.169733948,-26,0.023954719303319272,False,False,neither_correct,17.164074232
ro_ddee_1,DDEE,1,ro_ddee_1_t3,3,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,22.167577734,8,-0.41136683958936526,False,True,comparator_only_correct,22.166529189000002
ro_ddee_1,DDEE,1,ro_ddee_1_t3,3,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,10.996817011000001,0,0.0,False,False,neither_correct,10.995609120000001
ro_ddee_1,DDEE,1,ro_ddee_1_t3,3,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,21.085417502000002,0,0.023954719303319272,False,False,neither_correct,21.07650574
ro_ddee_1,DDEE,1,ro_ddee_1_t4,4,small,ok,ok,qwen3:0.6b,qwen3:0.6b,True,model_switch,resident_same_model,12.281640588,7,0.0,False,True,comparator_only_correct,12.283196535
ro_ddee_1,DDEE,1,ro_ddee_1_t4,4,large,ok,ok,qwen3:0.6b,qwen3:1.7b,False,model_switch,resident_same_model,1.8499961390000017,-3,0.41136683958936526,False,False,neither_correct,1.8506221490000017
ro_ddee_1,DDEE,1,ro_ddee_1_t4,4,replay,ok,ok,qwen3:0.6b,qwen3:0.6b,True,model_switch,model_switch,2.7058061140000014,0,0.0,False,False,neither_correct,2.6961941360000012
ro_ddee_1,DDEE,2,ro_ddee_1_t1,1,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,cold_start,cold_start,24.746913213,-4,-0.45927255692138913,True,True,both_correct,24.74833888
ro_ddee_1,DDEE,2,ro_ddee_1_t1,1,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,-3.3925039210000065,0,-0.04790571733202387,True,True,both_correct,-3.3898270160000066
ro_ddee_1,DDEE,2,ro_ddee_1_t1,1,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,2.9960496209999974,0,-0.023950998028704595,True,True,both_correct,2.9942391739999974
ro_ddee_1,DDEE,2,ro_ddee_1_t2,2,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,21.700720407,-1,-0.45927255692138913,False,False,neither_correct,21.698244545999998
ro_ddee_1,DDEE,2,ro_ddee_1_t2,2,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,-2.3482356440000025,0,-0.04790571733202387,False,False,neither_correct,-2.3428906420000026
ro_ddee_1,DDEE,2,ro_ddee_1_t2,2,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,2.6581359519999985,-26,-0.023950998028704595,False,False,neither_correct,2.6498120909999985
ro_ddee_1,DDEE,2,ro_ddee_1_t3,3,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,9.926997933,9,-0.45927255692138913,False,True,comparator_only_correct,9.922511087
ro_ddee_1,DDEE,2,ro_ddee_1_t3,3,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,-1.1986001889999987,1,-0.04790571733202387,False,False,neither_correct,-1.1994198519999986
ro_ddee_1,DDEE,2,ro_ddee_1_t3,3,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,0.1414532830000006,1,-0.023950998028704595,False,False,neither_correct,0.1319567230000006
ro_ddee_1,DDEE,2,ro_ddee_1_t4,4,small,ok,ok,qwen3:0.6b,qwen3:0.6b,True,model_switch,resident_same_model,16.355597941,9,0.0,False,True,comparator_only_correct,16.352612906
ro_ddee_1,DDEE,2,ro_ddee_1_t4,4,large,ok,ok,qwen3:0.6b,qwen3:1.7b,False,model_switch,resident_same_model,3.5206207360000015,-1,0.41136683958936526,False,False,neither_correct,3.5165811190000014
ro_ddee_1,DDEE,2,ro_ddee_1_t4,4,replay,ok,ok,qwen3:0.6b,qwen3:0.6b,True,model_switch,model_switch,6.814643096000001,0,0.0,False,False,neither_correct,6.802715079000001
ro_ddee_1,DDEE,3,ro_ddee_1_t1,1,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,cold_start,cold_start,22.074685205999998,-4,-0.41136683958936526,True,True,both_correct,22.075214858
ro_ddee_1,DDEE,3,ro_ddee_1_t1,1,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,-3.6838728020000033,0,0.023954719303319272,True,True,both_correct,-3.6811206050000034
ro_ddee_1,DDEE,3,ro_ddee_1_t1,1,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,0.8505756799999986,0,-0.025906846699296104,True,True,both_correct,0.8493450839999986
ro_ddee_1,DDEE,3,ro_ddee_1_t2,2,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,12.106865977,-1,-0.41136683958936526,False,False,neither_correct,12.111918092
ro_ddee_1,DDEE,3,ro_ddee_1_t2,2,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,-3.742545668,-26,0.023954719303319272,False,False,neither_correct,-3.741318779
ro_ddee_1,DDEE,3,ro_ddee_1_t2,2,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,4.404538362,-26,-0.025906846699296104,False,False,neither_correct,4.398315053
ro_ddee_1,DDEE,3,ro_ddee_1_t3,3,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,10.088957970000001,8,-0.41136683958936526,False,True,comparator_only_correct,10.019234823000001
ro_ddee_1,DDEE,3,ro_ddee_1_t3,3,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,4.998057796,9,0.023954719303319272,False,True,comparator_only_correct,4.929030554000001
ro_ddee_1,DDEE,3,ro_ddee_1_t3,3,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,7.283552322,-1,-0.025906846699296104,False,False,neither_correct,7.206217962
ro_ddee_1,DDEE,3,ro_ddee_1_t4,4,small,ok,ok,qwen3:0.6b,qwen3:0.6b,True,model_switch,resident_same_model,14.849589199,7,0.0,False,True,comparator_only_correct,14.847847437
ro_ddee_1,DDEE,3,ro_ddee_1_t4,4,large,ok,ok,qwen3:0.6b,qwen3:1.7b,False,model_switch,resident_same_model,9.255628364000001,7,0.43532155889268453,False,True,comparator_only_correct,9.256722243000002
ro_ddee_1,DDEE,3,ro_ddee_1_t4,4,replay,ok,ok,qwen3:0.6b,qwen3:0.6b,True,model_switch,model_switch,5.842558169000002,0,0.0,False,False,neither_correct,5.835552593000002
ro_ddee_2,DDEE,1,ro_ddee_2_t1,1,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,cold_start,cold_start,23.637707501,-8,-0.41136683958936526,True,False,adaptive_only_correct,23.641686536
ro_ddee_2,DDEE,1,ro_ddee_2_t1,1,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,4.901343258000001,0,0.0,True,True,both_correct,4.904022426000001
ro_ddee_2,DDEE,1,ro_ddee_2_t1,1,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,0.9487705060000025,0,0.0,True,True,both_correct,0.9412205120000025
ro_ddee_2,DDEE,1,ro_ddee_2_t2,2,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,4.025079484,-8,-0.41136683958936526,False,True,comparator_only_correct,4.026633211
ro_ddee_2,DDEE,1,ro_ddee_2_t2,2,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,1.2692869350000002,0,0.0,False,False,neither_correct,1.2692706600000003
ro_ddee_2,DDEE,1,ro_ddee_2_t2,2,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,0.6153856119999999,0,0.0,False,False,neither_correct,0.6049178109999999
ro_ddee_2,DDEE,1,ro_ddee_2_t3,3,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,13.747402809,-4,-0.41136683958936526,True,True,both_correct,13.746674534
ro_ddee_2,DDEE,1,ro_ddee_2_t3,3,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,11.058169803,0,0.0,True,True,both_correct,11.057628124
ro_ddee_2,DDEE,1,ro_ddee_2_t3,3,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,13.115548349,0,0.0,True,True,both_correct,13.106742502000001
ro_ddee_2,DDEE,1,ro_ddee_2_t4,4,small,ok,ok,qwen3:0.6b,qwen3:0.6b,True,model_switch,resident_same_model,11.835421049,0,0.0,True,True,both_correct,11.835372868
ro_ddee_2,DDEE,1,ro_ddee_2_t4,4,large,ok,ok,qwen3:0.6b,qwen3:1.7b,False,model_switch,resident_same_model,7.949552378000001,1,0.41136683958936526,True,True,both_correct,7.950204812000001
ro_ddee_2,DDEE,1,ro_ddee_2_t4,4,replay,ok,ok,qwen3:0.6b,qwen3:0.6b,True,model_switch,model_switch,2.9015479850000006,0,0.0,True,True,both_correct,2.8942082660000006
ro_ddee_2,DDEE,2,ro_ddee_2_t1,1,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,cold_start,cold_start,39.573690029,-8,-0.41136683958936526,True,False,adaptive_only_correct,39.575620262
ro_ddee_2,DDEE,2,ro_ddee_2_t1,1,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,-3.785178991000002,-1,0.023954719303319272,True,True,both_correct,-3.7847579940000022
ro_ddee_2,DDEE,2,ro_ddee_2_t1,1,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,12.742081536,-1,-0.025906846699296104,True,True,both_correct,12.732840448000001
ro_ddee_2,DDEE,2,ro_ddee_2_t2,2,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,8.254463847,-8,-0.41136683958936526,False,True,comparator_only_correct,8.252354163
ro_ddee_2,DDEE,2,ro_ddee_2_t2,2,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,0.183030531,1,0.023954719303319272,False,True,comparator_only_correct,0.17939265999999998
ro_ddee_2,DDEE,2,ro_ddee_2_t2,2,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,4.590837648000001,0,-0.025906846699296104,False,False,neither_correct,4.5812935050000005
ro_ddee_2,DDEE,2,ro_ddee_2_t3,3,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,8.584942537,-4,-0.41136683958936526,True,True,both_correct,8.583701285
ro_ddee_2,DDEE,2,ro_ddee_2_t3,3,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,2.117834435,0,0.023954719303319272,True,True,both_correct,2.117099337
ro_ddee_2,DDEE,2,ro_ddee_2_t3,3,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,5.933279534,0,-0.025906846699296104,True,True,both_correct,5.9251998850000005
ro_ddee_2,DDEE,2,ro_ddee_2_t4,4,small,ok,ok,qwen3:0.6b,qwen3:0.6b,True,model_switch,resident_same_model,15.972307122999998,0,0.0,True,True,both_correct,15.969026342999998
ro_ddee_2,DDEE,2,ro_ddee_2_t4,4,large,ok,ok,qwen3:0.6b,qwen3:1.7b,False,model_switch,resident_same_model,7.436486841999999,1,0.43532155889268453,True,True,both_correct,7.431968444999999
ro_ddee_2,DDEE,2,ro_ddee_2_t4,4,replay,ok,ok,qwen3:0.6b,qwen3:0.6b,True,model_switch,model_switch,7.243325866999999,0,0.0,True,True,both_correct,7.233374281
ro_ddee_2,DDEE,3,ro_ddee_2_t1,1,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,cold_start,cold_start,39.260000788,-8,-0.41136683958936526,True,False,adaptive_only_correct,39.264971913
ro_ddee_2,DDEE,3,ro_ddee_2_t1,1,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,13.147993880999998,-1,0.023954719303319272,True,True,both_correct,13.152990467999999
ro_ddee_2,DDEE,3,ro_ddee_2_t1,1,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,17.023647002999994,-1,-0.025906846699296104,True,True,both_correct,17.016120503999993
ro_ddee_2,DDEE,3,ro_ddee_2_t2,2,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,6.264194943,-8,-0.41136683958936526,False,True,comparator_only_correct,6.262628145
ro_ddee_2,DDEE,3,ro_ddee_2_t2,2,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,1.37257126,1,0.023954719303319272,False,True,comparator_only_correct,1.370357197
ro_ddee_2,DDEE,3,ro_ddee_2_t2,2,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,4.982048439,0,-0.025906846699296104,False,False,neither_correct,4.973005585999999
ro_ddee_2,DDEE,3,ro_ddee_2_t3,3,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,4.154299099,-4,-0.41136683958936526,True,True,both_correct,4.1531767770000005
ro_ddee_2,DDEE,3,ro_ddee_2_t3,3,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,-7.344593534,0,0.023954719303319272,True,True,both_correct,-7.3421891740000005
ro_ddee_2,DDEE,3,ro_ddee_2_t3,3,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,3.2910917430000004,0,-0.025906846699296104,True,True,both_correct,3.2857088220000006
ro_ddee_2,DDEE,3,ro_ddee_2_t4,4,small,ok,ok,qwen3:0.6b,qwen3:0.6b,True,model_switch,resident_same_model,12.503122994,0,0.0,True,True,both_correct,12.505532285
ro_ddee_2,DDEE,3,ro_ddee_2_t4,4,large,ok,ok,qwen3:0.6b,qwen3:1.7b,False,model_switch,resident_same_model,4.812661946999999,1,0.43532155889268453,True,True,both_correct,4.813749443999999
ro_ddee_2,DDEE,3,ro_ddee_2_t4,4,replay,ok,ok,qwen3:0.6b,qwen3:0.6b,True,model_switch,model_switch,3.1408575589999987,0,0.0,True,True,both_correct,3.135165504999999
ro_ddee_3,DDEE,1,ro_ddee_3_t1,1,small,ok,error,qwen3:1.7b,qwen3:0.6b,False,cold_start,cold_start,20.988830435000004,,-0.38545999289006916,False,False,neither_correct,20.990628772000004
ro_ddee_3,DDEE,1,ro_ddee_3_t1,1,large,ok,error,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,1.2106649900000015,,0.025906846699296104,False,False,neither_correct,1.2119463100000014
ro_ddee_3,DDEE,1,ro_ddee_3_t1,1,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,0.22810539800000385,0,0.0,False,False,neither_correct,0.22811594000000385
ro_ddee_3,DDEE,1,ro_ddee_3_t2,2,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,3.259511913,-6,-0.38545999289006916,True,False,adaptive_only_correct,3.261041427
ro_ddee_3,DDEE,1,ro_ddee_3_t2,2,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,-0.5944128710000003,0,0.025906846699296104,True,True,both_correct,-0.5920864290000003
ro_ddee_3,DDEE,1,ro_ddee_3_t2,2,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,0.46584098199999957,0,0.0,True,True,both_correct,0.4676817809999996
ro_ddee_3,DDEE,1,ro_ddee_3_t3,3,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,2.7275759870000003,-9,-0.38545999289006916,True,True,both_correct,2.7299139510000003
ro_ddee_3,DDEE,1,ro_ddee_3_t3,3,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,-0.36809294699999917,0,0.025906846699296104,True,True,both_correct,-0.3644009549999992
ro_ddee_3,DDEE,1,ro_ddee_3_t3,3,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,2.3173247890000006,0,0.0,True,True,both_correct,2.3121774030000006
ro_ddee_3,DDEE,1,ro_ddee_3_t4,4,small,ok,ok,qwen3:0.6b,qwen3:0.6b,True,model_switch,resident_same_model,10.544212843,-8,0.0,True,True,both_correct,10.5439504
ro_ddee_3,DDEE,1,ro_ddee_3_t4,4,large,ok,ok,qwen3:0.6b,qwen3:1.7b,False,model_switch,resident_same_model,7.925033325,0,0.41136683958936526,True,True,both_correct,7.924559873000001
ro_ddee_3,DDEE,1,ro_ddee_3_t4,4,replay,ok,ok,qwen3:0.6b,qwen3:0.6b,True,model_switch,model_switch,1.9509239390000008,0,0.0,True,True,both_correct,1.9416280400000008
ro_ddee_3,DDEE,2,ro_ddee_3_t1,1,small,error,error,qwen3:1.7b,qwen3:0.6b,False,cold_start,cold_start,30.109347729,,-0.41136683958936526,False,False,neither_correct,30.108722032
ro_ddee_3,DDEE,2,ro_ddee_3_t1,1,large,error,ok,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,-18.782838029000004,,0.023954719303319272,False,False,neither_correct,-18.782563901000003
ro_ddee_3,DDEE,2,ro_ddee_3_t1,1,replay,error,ok,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,-11.376083723,,-0.025906846699296104,False,False,neither_correct,-11.366105819000001
ro_ddee_3,DDEE,2,ro_ddee_3_t2,2,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,19.238426978,-6,-0.41136683958936526,True,False,adaptive_only_correct,19.23776656
ro_ddee_3,DDEE,2,ro_ddee_3_t2,2,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,0.37772540899999996,0,0.023954719303319272,True,True,both_correct,0.37761401499999997
ro_ddee_3,DDEE,2,ro_ddee_3_t2,2,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,5.505814322999999,0,-0.025906846699296104,True,True,both_correct,5.506296058999999
ro_ddee_3,DDEE,2,ro_ddee_3_t3,3,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,11.399210129,-9,-0.41136683958936526,True,True,both_correct,11.400444362
ro_ddee_3,DDEE,2,ro_ddee_3_t3,3,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,0.2596165149999994,0,0.023954719303319272,True,True,both_correct,0.25902647499999937
ro_ddee_3,DDEE,2,ro_ddee_3_t3,3,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,7.930821686,0,-0.025906846699296104,True,True,both_correct,7.922330086
ro_ddee_3,DDEE,2,ro_ddee_3_t4,4,small,ok,ok,qwen3:0.6b,qwen3:0.6b,True,model_switch,resident_same_model,15.688629366999999,-8,0.0,True,True,both_correct,15.688636981999998
ro_ddee_3,DDEE,2,ro_ddee_3_t4,4,large,ok,ok,qwen3:0.6b,qwen3:1.7b,False,model_switch,resident_same_model,7.604869296,0,0.43532155889268453,True,True,both_correct,7.607285936
ro_ddee_3,DDEE,2,ro_ddee_3_t4,4,replay,ok,ok,qwen3:0.6b,qwen3:0.6b,True,model_switch,model_switch,6.464773763,0,0.0,True,True,both_correct,6.454904399
ro_ddee_3,DDEE,3,ro_ddee_3_t1,1,small,error,error,qwen3:1.7b,qwen3:0.6b,False,cold_start,cold_start,30.322435732000002,,-0.41136683958936526,False,False,neither_correct,30.323044307000004
ro_ddee_3,DDEE,3,ro_ddee_3_t1,1,large,error,ok,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,9.373448750999998,,-0.025906846699296104,False,False,neither_correct,9.373077531999998
ro_ddee_3,DDEE,3,ro_ddee_3_t1,1,replay,error,ok,qwen3:1.7b,qwen3:1.7b,True,cold_start,cold_start,-3.846103831999997,,-0.025906846699296104,False,False,neither_correct,-3.846581405999997
ro_ddee_3,DDEE,3,ro_ddee_3_t2,2,small,ok,ok,qwen3:1.7b,qwen3:0.6b,False,resident_same_model,resident_same_model,5.152620865,-6,-0.41136683958936526,True,False,adaptive_only_correct,5.150555059
ro_ddee_3,DDEE,3,ro_ddee_3_t2,2,large,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,-3.5793340899999997,0,-0.025906846699296104,True,True,both_correct,-3.5786854939999997
ro_ddee_3,DDEE,3,ro_ddee_3_t2,2,replay,ok,ok,qwen3:1.7b,qwen3:1.7b,True,resident_same_model,resident_same_model,-4.336543575,0,-0.025906846699296104,True,True,both_correct,-4.337046322
